Name,Structure,Class
indatraline,CN[C@@]2([H])C[C@@]([H])(C1=C/C=C(/[Cl])C([Cl])=C1)C3=CC=CC=C23,1
indeloxazine,[H][C@@]1(OCCNC1)CO/C2=C/C=CC=3C=CCC2=3,1
indomethacin (indometacin),CO/C3=C/C=C2N(C(=O)C1=C/C=C(/[Cl])C=C1)C(C)=C(CC(O)=O)C2=C3,1
indriline,CN(C)CC[C@@]1(C=CC2=CC=CC=C12)C3=CC=CC=C3,1
iproclozide,CC(C)([H])NNC(=O)CO/C1=C/C=C(/[Cl])C=C1,1
iprozilamine,C[S]/C1=C(/[Cl])N=C(NC(C)(C)[H])N=C1N2CCN(C)CC2,1
ipsapirone,O=C3N(CCCCN1CCN(CC1)C2=NC=CC=N2)[S](=O)(=O)C4=CC=CC=C34,1
isocarboxazid,C/C1=C/C(=NO1)C(=O)NNC/C2=C/C=CC=C2,1
isoflupredone,C[C@@]34C[C@@](O)([H])[C@@]1([F])[C@@]([H])(CCC2=CC(=O)C=C[C@@]12C)[C@@]3([H])CC[C@@]4(O)C(=O)CO,1
isoflupredone-acetate,CC(=O)OCC(=O)[C@@]3(O)CC[C@@]4([H])[C@@]2([H])CCC1=CC(=O)C=C[C@@]1(C)[C@@]2([F])[C@@](O)([H])C[C@@]34C,1
itrocinonide,CCC[C@@]5([H])O[C@@]4([H])C[C@@]3([H])[C@@]2([H])C[C@@]([F])([H])C1=CC(=O)C=C[C@@]1(C)[C@@]2([F])[C@@](O)([H])C[C@@]3(C)[C@@]4(O5)C(=O)O[C@@](C)([H])OC(=O)OCC,1
ivoqualine,CO/C3=C/C=C2N=C/C=C(/CCC[C@@]1([H])CCNC[C@@]1([H])C=C)C2=C3,1
ketamine,CN[C@@]1(CCCCC1=O)C2=CC=C/C=C2/[Cl],1
ketazocine,C[C@@]1([H])[C@@]3([H])N(CC[C@@]1(C)C2=CC(O)=CC=C2C3=O)C[C@@]4([H])CC4,1
ketazolam,CN3C(=O)CN1C(=O)C=C(C)O[C@@]1(/C2=C/C=CC=C2)C4=CC([Cl])=CC=C34,1
ketobemidone,CCC(=O)C1(CCN(C)CC1)C2=CC=CC(O)=C2,1
ketoprofen,C[C@@]([H])(C(O)=O)C1=CC=CC(=C1)C(=O)C2=CC=CC=C2,1
lamotrigine,N/C1=N/N=C(C(N)=N1)C2=CC=CC([Cl])=C2[Cl],1
lenperone,[F]/C1=C/C=C(C=C1)C(=O)CCCN2CCC([H])(CC2)C(=O)C3=C/C=C(/[F])C=C3,1
lesopitron,[Cl]C=3C=NN(CCCCN1CCN(CC1)C2=NC=CC=N2)C=3,1
levallorphan,O/C4=C/C=C3C[C@@]1([H])N(CC[C@@]2(CCCC[C@@]12[H])C3=C4)CC=C,1
levophenacylmorphan,O/C4=C/C=C3C[C@@]1([H])N(CC[C@@]2(CCCC[C@@]12[H])C3=C4)CC(=O)C5=CC=CC=C5,1
linopirdine,O=C3N(/C1=C/C=CC=C1)C2=CC=CC=C2C3(C/C4=C/C=NC=C4)C/C5=C/C=NC=C5,1
lisuride,CCN(CC)C(=O)N[C@@]2([H])CN(C)[C@@]1([H])CC3=CNC4=CC=CC(C1=C2)=C34,1
litracen,CNCC/C=C2/C1=CC=CC=C1[C@@](C)(C)C3=CC=CC=C23,1
lofendazam,[Cl]/C3=C/C=C2NCCC(=O)N(/C1=C/C=CC=C1)C2=C3,1
lofentanil,CCC(=O)N(/C1=C/C=CC=C1)[C@@]3(CCN(CC/C2=C/C=CC=C2)C[C@@]3(C)[H])C(=O)OC,1
lofepramine,CN(CCCN2C1=CC=CC=C1CCC3=CC=CC=C23)CC(=O)C4=C/C=C(/[Cl])C=C4,1
lometraline,CO/C1=C/C=C(/[Cl])C2=C1CCC[C@@]2([H])N(C)C,1
lopirazepam,O[C@@]3([H])N=C(/C1=C/C=C/C=C1/[Cl])C2=NC([Cl])=CC=C2NC3=O,1
loprazolam,CN1CCN(CC1)C=C5N=C4C/N=C(/C2=C/C=C/C=C2/[Cl])C3=CC(=CC=C3N4C5=O)N(=O)=O,1
loratadine,CCOC(=O)N1CCC(CC1)=C3C2=C/C=C(/[Cl])C=C2CCC4=CC=CN=C34,1
lormetazepam,CN2C(=O)[C@@](O)([H])N=C(/C1=C/C=C/C=C1/[Cl])C3=CC([Cl])=CC=C23,1
lorpiprazole,[F]C([F])([F])C1=CC=CC(=C1)N2CCN(CC2)CC/C3=N/N=C4N3C[C@@]5([H])CCC[C@@]45[H],1
lortalamine,[Cl]/C4=C/C=C3O[C@@]12CCNC[C@@]1([H])[C@@]([H])(CC(=O)N2)C3=C4,1
lorzafone,CN(C(=O)CNC(=O)CN)C1=C/C=C(/[Cl])C=C1C(=O)C2=CC=C/C=C2/[Cl],1
losigamone,CO/C1=C/C(=O)O[C@@]1([H])[C@@](O)([H])C2=CC=C/C=C2/[Cl],1
loteprednol (loteprednol-etabonate),CCOC(=O)O[C@@]3(CC[C@@]4([H])[C@@]2([H])CCC1=CC(=O)C=C[C@@]1(C)[C@@]2([H])[C@@](O)([H])C[C@@]34C)C(=O)OC[Cl],1
loxapine,CN1CCN(CC1)C3=NC2=CC=CC=C2OC4=C/C=C(/[Cl])C=C34,1
lufuradom,CN2C1=CC([F])=CC=C1C(=NC[C@@]2([H])CNC(=O)C=3C=COC=3)C4=CC=CC=C4,1
mazindol,O[C@@]2(N1CCN=C1C3=CC=CC=C23)C4=C/C=C(/[Cl])C=C4,1
mazipredone,CN1CCN(CC1)CC(=O)[C@@]4(O)CC[C@@]5([H])[C@@]3([H])CCC2=CC(=O)C=C[C@@]2(C)[C@@]3([H])[C@@](O)([H])C[C@@]45C,1
mebanazine,C[C@@]([H])(NN)C1=CC=CC=C1,1
mebutamate,CC[C@@](C)([H])C(C)(COC(N)=O)COC(N)=O,1
meclofenoxate,CN(C)CCC(=O)CO/C1=C/C=C(/[Cl])C=C1,1
meclonazepam,C[C@@]3([H])N=C(/C1=C/C=C/C=C1/[Cl])C2=CC(=CC=C2NC3=O)N(=O)=O,1
mecloqualone,C/C2=N/C1=CC=CC=C1C(=O)N2/C3=C/C=C/C=C3/[Cl],1
mecloralurea,CNC(=O)N[C@@](O)([H])C([Cl])([Cl])[Cl],1
meclorisone (meclorisone-dibutyrate),CCCC(=O)OCC(=O)[C@@]3(OC(=O)CCC)[C@@](C)([H])C[C@@]4([H])[C@@]2([H])CCC1=CC(=O)C=C[C@@]1(C)[C@@]2([Cl])[C@@]([Cl])([H])C[C@@]34C,1
medazepam,CN2CC/N=C(/C1=C/C=CC=C1)C3=CC([Cl])=CC=C23,1
medrysone,C[C@@]3([H])C[C@@]2([H])[C@@]1([H])CC[C@@]([H])(C(O)=O)[C@@]1(C)C[C@@](O)([H])[C@@]2([H])[C@@]4(C)CCC(=O)C=C34,1
mefexamide,CCN(CC)CCNC(=O)CO/C1=C/C=C(/OC)C=C1,1
melitracen,CN(C)CC/C=C2/C1=CC=CC=C1[C@@](C)(C)C3=CC=CC=C23,1
melperone,C[C@@]2([H])CCN(CCCC(=O)C1=C/C=C(/[F])C=C1)CC2,1
memantine,C[C@@]13C[C@@]2([H])C[C@@](C)(C1)CC(N)(C2)C3,1
mephenoxalone,CO/C1=C/C=C/C=C1/OC[C@@]2([H])CNC(=O)O2,1
meprotixol,CO/C3=C/C=C2[S]C1=CC=CC=C1[C@@](O)(CCCN(C)C)C2=C3,1
mequitazine,[H][C@@]12CCN(CC1)C[C@@]2([H])CN4C3=CC=CC=C3[S]C5=CC=CC=C45,1
mesoridazine,CN1CCCC[C@@]1([H])CCN3C2=CC=CC=C2[S]C4=CC=C(C=C34)[S](C)=O,1
mesulergine,CN1C[C@@]([H])(C[C@@]2([H])C=4C=CC=C3N(C)C=C(C[C@@]12[H])C3=4)N[S](=O)(=O)N(C)C,1
metacetamol,CC(=O)N/C1=C/C=CC(O)=C1,1
metaglycodol,CC(C)(O)[C@@](C)(O)C1=CC=CC([Cl])=C1,1
methamphetamine,CN[C@@](C)([H])C/C1=C/C=CC=C1,1
methapyrilene,CN(C)CCN(C/C1=C/C=C[S]1)C2=CC=CC=N2,1
metharbital,CCC1(CC)C(=O)NC(=O)N(C)C1=O,1
methitural,CCC[C@@](C)([H])[C@@]1(CC[S]C)C(=O)NC(=[S])NC1=O,1
methohexital,CCC#C[C@@](C)([H])[C@@]1(CC=C)C(=O)NC(=O)N(C)C1=O,1
methoxyflurane,COC([F])([F])C([Cl])([Cl])[H],1
methyldesorphine,CN3C[C@@]12C=4C=5O[C@@]1([H])C(C)=CC[C@@]2([H])[C@@]3([H])CC=4C=CC=5O,1
methyldihydromorphine,CN3CC[C@@]12C=4C=5O[C@@]1([H])[C@@](C)(O)CC[C@@]2([H])[C@@]3([H])CC=4C=CC=5O,1
methylpentynol,CC[C@@](C)(O)C#C,1
methylprednisolone21hemisuccinate (methylprednisolone-hemisuccinate),C[C@@]3([H])C[C@@]2([H])[C@@]1([H])CC[C@@](O)(C(=O)COC(=O)CCC(O)=O)[C@@]1(C)C[C@@](O)([H])[C@@]2([H])[C@@]4(C)C=CC(=O)C=C34,1
metiapine,CN1CCN(CC1)C3=NC2=CC=CC=C2[S]C4=C/C=C(/C)C=C34,1
metofenazate,CO/C1=C/C(=CC(OC)=C1OC)C(=O)OCCN5CCN(CCCN3C2=CC=CC=C2[S]C4=C/C=C(/[Cl])C=C34)CC5,1
metopimazine,C[S](=O)(=O)C4=CC=C3[S]C1=CC=CC=C1N(CCCN2CC[C@@]([H])(CC2)C(N)=O)C3=C4,1
metopon,CN3CC[C@@]12C=4C=5O[C@@]1(C)C(=O)CC[C@@]2([H])[C@@]3([H])CC=4C=CC=5O,1
metoserpate,CO[C@@]5([H])C[C@@]4([H])CN3CCC1=C(NC2=CC(OC)=CC=C12)[C@@]3([H])C[C@@]4([H])[C@@]([H])(C(=O)OC)[C@@]5([H])OC,1
metoxepin,CO/C4=C/C=C3OC1=CC=CC=C1/C=C(/N2CCN(C)CC2)C3=C4,1
metralindole,CO/C4=C/C=C3N1CCN(C)C2=NCCC(=C12)C3=C4,1
metronidazole,C/C1=N/C=C(/N(=O)=O)N1CCO,1
mevastatin,CC[C@@](C)([H])C(=O)O[C@@]2([H])CCC=C3C=C[C@@](C)([H])[C@@]([H])(CC[C@@]1([H])C[C@@](O)([H])CC(=O)O1)[C@@]23[H],1
mexazolam,C[C@@]1([H])CO[C@@]2(N1CC(=O)NC3=C/C=C(/[Cl])C=C23)C4=CC=C/C=C4/[Cl],1
mezilamine,CN/C1=N/C([Cl])=C([S]C)C(=N1)N2CCN(C)CC2,1
mianserin,CN4CCN3C1=CC=CC=C1CC2=CC=CC=C2[C@@]3([H])C4,1
miconazole,[Cl]/C3=C/C=C(/CO[C@@]([H])(CN1C=CN=C1)C2=C/C=C(/[Cl])C=C2[Cl])C([Cl])=C3,1
midaflur,N/C1=N/C(NC1(C([F])([F])[F])C([F])([F])[F])(C([F])([F])[F])C([F])([F])[F],1
milacemide,CCCCCNCC(N)=O,1
milameline,CO/N=C/C1=C/CCN(C)C1,1
minaprine,C/C1=C/C(=N/N=C1/NCCN2CCOCC2)C3=CC=CC=C3,1
minaxolone,CCO[C@@]4([H])C[C@@]2(C)[C@@]([H])(CC[C@@]3([H])[C@@]1([H])CC[C@@]([H])(C(C)=O)[C@@]1(C)C[C@@]([H])(N(C)C)[C@@]23[H])C[C@@]4(O)[H],1
mirisetron,CN1[C@@]2([H])CC[C@@]1([H])C[C@@]([H])(C2)NC(=O)C4=CN(C3=CC=CC=C3C4=O)[C@@]5([H])CCCCC5,1
mirtazapine,CN4CCN3C1=NC=CC=C1CC2=CC=CC=C2[C@@]3([H])C4,1
moclobemide,[Cl]/C1=C/C=C(C=C1)C(=O)NCCN2CCOCC2,1
modafinil,NC(=O)C[S](=O)C([H])(C1=CC=CC=C1)C2=CC=CC=C2,1
mometasone (mometasone-furoate),C[C@@]4([H])C[C@@]3([H])[C@@]2([H])CCC1=CC(=O)C=C[C@@]1(C)[C@@]2([Cl])[C@@](O)([H])C[C@@]3(C)[C@@]4(OC(=O)C5=CC=CO5)C(=O)C[Cl],1
monometacrine,CNCCCN2C1=CC=CC=C1[C@@](C)(C)C3=CC=CC=C23,1
moperone,C/C1=C/C=C(C=C1)[C@@]3(O)CCN(CCCC(=O)C2=C/C=C(/[F])C=C2)CC3,1
morphine,CN3CC[C@@]12C=4C=5O[C@@]1([H])[C@@](O)([H])C=C[C@@]2([H])[C@@]3([H])CC=4C=CC=5O,1
morsuximide,C[C@@]2(CC(=O)N(CN1CCOCC1)C2=O)C3=CC=CC=C3,1
mosapramine,[Cl]/C6=C/C=C5CCC1=CC=CC=C1N(CCCN2CC[C@@]4(CC2)N3CCCC[C@@]3([H])NC4=O)C5=C6,1
motrazepam,COCN2C(=O)C/N=C(/C1=C/C=CC=C1)C3=CC(=CC=C23)N(=O)=O,1
moxadolen,CNC(=O)O[C@@]2([H])OC(=O)[C@@]3([H])[C@@]1([H])C[C@@]([H])(C=C1)[C@@]23[H],1
moxiraprine,C/C1=C/C(=N/N=C1/NCCN2CCOCC2)C3=C/C=C(/O)C=C3,1
myrophine,CCCCCCCCCCCCCC(=O)O[C@@]2([H])C=C[C@@]3([H])[C@@]4([H])CC5=C/C=C(/OC/C1=C/C=CC=C1)C=6O[C@@]2([H])[C@@]3(CCN4C)C5=6,1
nabazenil,CCCCC[C@@](C)([H])[C@@](C)([H])C4=CC(OC(=O)CCCN1CCCCCC1)=C3C=2C[C@@](C)([H])CCC=2C(C)(C)OC3=C4,1
nabilone,CCCCCCC(C)(C)C3=CC(O)=C1C(OC(C)(C)[C@@]2([H])CCC(=O)C[C@@]12[H])=C3,1
nafimidone,O=C(CN1C=CN=C1)C3=CC=C2C=CC=CC2=C3,1
naflocort,C[C@@]35C[C@@](O)([H])[C@@]1([F])[C@@]([H])(CCC2=CC(=O)C=C[C@@]12C)[C@@]3([H])C[C@@]6([H])CC4=CC=CC=C4C[C@@]56C(=O)CO,1
nalbuphine,O[C@@]1([H])CC[C@@]2(O)[C@@]3([H])CC5=C/C=C(/O)C=6O[C@@]1([H])[C@@]2(CCN3C[C@@]4([H])CCC4)C5=6,1
nalmefene,O/C2=C/C=C1C[C@@]4([H])N(CC[C@@]35C1=C2O[C@@]3([H])C(=C)CC[C@@]45O)C[C@@]6([H])CC6,1
nalmexone,CC(C)=CCN3CC[C@@]12C=4C=5O[C@@]1([H])C(=O)CC[C@@]2(O)[C@@]3([H])CC=4C=CC=5O,1
naltrexone,O/C2=C/C=C1C[C@@]4([H])N(CC[C@@]35C1=C2O[C@@]3([H])C(=O)CC[C@@]45O)C[C@@]6([H])CC6,1
napactadine,CNC(C/C2=C/C=C1C=CC=CC1=C2)=NC,1
napamezole,C3C/N=C(/C/C2=C/C1=CC=CC=C1CC2)N3,1
naprodoxime,C[C@@]([H])(O/C1=C/C=CC2=CC=CC=C12)C(N)=NO,1
nefazodone,CC/C3=N/N(CCCN1CCN(CC1)C2=CC=CC([Cl])=C2)C(=O)N3CCO/C4=C/C=CC=C4,1
nefiracetam,C/C1=C/C=CC(C)=C1NC(=O)CN2CCCC2=O,1
neflumozide,[F]/C5=C/C=C4C(CCCN1CCC([H])(CC1)N2C(=O)NC3=CC=CC=C23)=NOC4=C5,1
nialamide,O=C(CCNNC(=O)C1=CC=NC=C1)NC/C2=C/C=CC=C2,1
niaprazine,C[C@@]([H])(CCN1CCN(CC1)C2=C/C=C(/[F])C=C2)NC(=O)C3=CC=CN=C3,1
nicocortonide,C/C=C/[C@@]1([H])O[C@@]34CC[C@@](O1)(C(=O)COC(=O)C2=CC=NC=C2)[C@@]3(C)C[C@@](O)([H])[C@@]5([H])[C@@]4([H])CCC6=CC(=O)CC[C@@]56C,1
nicomorphine,CN3CC[C@@]12C=4C=5O[C@@]1([H])[C@@]([H])(C=C[C@@]2([H])[C@@]3([H])CC=4C=CC=5OC(=O)C6=CC=CN=C6)OC(=O)C7=CC=CN=C7,1
nicopholine,O=C(N1CCOCC1)C2=CC=CN=C2,1
nicotinamide,NC(=O)C1=CC=CN=C1,1
nicotine,CN1CCC[C@@]1([H])C2=CC=CN=C2,1
nikethamide,CCN(CC)C(=O)C1=CC=CN=C1,1
nimetazepam,CN2C(=O)C/N=C(/C1=C/C=CC=C1)C3=CC(=CC=C23)N(=O)=O,1
nisobamate,CC[C@@](C)([H])[C@@](C)(COC(N)=O)COC(=O)NC(C)(C)[H],1
nisoxetine,CNCC[C@@]([H])(O/C1=C/C=C/C=C1/OC)C2=CC=CC=C2,1
nitrafudam,NC(=N)C1=CC=C(O1)C2=CC=C/C=C2/N(=O)=O,1
nivazol (nivacortol),C[C@@]34CC=2C=NN(/C1=C/C=C(/[F])C=C1)C=2C=C3CC[C@@]5([H])[C@@]4([H])CC[C@@]6(C)[C@@]5([H])CC[C@@]6(O)C#C,1
nomelidine,CNC/C=C(/C1=C/C=C(/[Br])C=C1)C2=CC=CN=C2,1
nomifensine,CN3C[C@@]([H])(C1=CC=CC=C1)C2=CC=CC(N)=C2C3,1
nonapyrimine,CCCCCCCCCN/C1=N/C=NC=2NC=CC1=2,1
nordazepam,[Cl]/C3=C/C=C2NC(=O)C/N=C(/C1=C/C=CC=C1)C2=C3,1
norflurane,[F]CC([F])([F])[F],1
norlevorphanol,O/C4=C/C=C3C[C@@]1([H])NCC[C@@]2(CCCC[C@@]12[H])C3=C4,1
normorphine,O[C@@]1([H])C=C[C@@]2([H])[C@@]3([H])CC4=C/C=C(/O)C=5O[C@@]1([H])[C@@]2(CCN3)C4=5,1
nortetrazepam,[Cl]/C3=C/C=C2NC(=O)C/N=C(/C1=C/CCCC1)C2=C3,1
nortriptyline (nortriptylene and Quinpirole),CNCC/C=C2/C1=CC=CC=C1CCC3=CC=CC=C23,1
noscapine,CO/C5=C/C=C1C(C(=O)O[C@@]1([H])[C@@]3([H])N(C)CCC4=CC=2OCOC=2C(OC)=C34)=C5OC,1
noxiptiline,CN(C)CCO/N=C2/C1=CC=CC=C1CCC3=CC=CC=C23,1
nuclotixene,[Cl]/C5=C/C=C4[S]C1=CC=CC=C1/C(=C/[C@@]2([H])CN3CC[C@@]2([H])CC3)C4=C5,1
ocaperidone,CC=2N=C1C(C)=CC=CN1C(=O)C=2CCN3CC[C@@]([H])(CC3)C4=NOC5=CC([F])=CC=C45,1
ocinaplon,O=C(/C1=C/C=CC=N1)C=2C=NN3C(=CC=NC=23)C4=CC=NC=C4,1
octamoxin,CCCCCC[C@@](C)([H])NN,1
octriptyline,CNCC/C=C3/C1=CC=CC=C1[C@@]2([H])C[C@@]2([H])C4=CC=CC=C34,1
omiloxetine,[F]/C1=C/C=C(C=C1)[C@@]2([H])CCN(C[C@@]2([H])CO/C4=C/C=C3OCOC3=C4)CC(=O)C5=C/C=C(/[F])C=C5,1
ornidazole,C/C1=N/C=C(/N(=O)=O)N1C[C@@](O)([H])C[Cl],1
oxaflozane,CC(C)([H])N1CCO[C@@]([H])(C1)C2=CC=CC(=C2)C([F])([F])[F],1
oxazepam,O[C@@]3([H])N=C(/C1=C/C=CC=C1)C2=CC([Cl])=CC=C2NC3=O,1
oxcarbazepine,NC(=O)N2C1=CC=CC=C1CC(=O)C3=CC=CC=C23,1
oxifentorex,C[C@@]([H])(C/C1=C/C=CC=C1)[N@@](C)(=O)C/C2=C/C=CC=C2,1
oxiperomide,O=C2NC1=CC=CC=C1N2[C@@]4([H])CCN(CCO/C3=C/C=CC=C3)CC4,1
oxiracetam,NC(=O)CN1C[C@@](O)([H])CC1=O,1
oxisopred,C[C@@]13C=CC(=O)[C@@]1([H])C(=O)CC[C@@]4([H])[C@@]2([H])CC[C@@](O)(C(=O)CO)[C@@]2(C)C[C@@](O)([H])[C@@]34[H],1
oxitriptan,N[C@@]([H])(C/C1=C/NC2=C/C=C(/O)C=C12)C(O)=O,1
oxitriptyline,CN(C)C(=O)CO[C@@]2([H])C1=CC=CC=C1CCC3=CC=CC=C23,1
oxycodone,CO/C2=C/C=C1C[C@@]4([H])N(C)CC[C@@]35C1=C2O[C@@]3([H])C(=O)CC[C@@]45O,1
oxymorphone,CN3CC[C@@]12C=4C=5O[C@@]1([H])C(=O)CC[C@@]2(O)[C@@]3([H])CC=4C=CC=5O,1
pagoclone,CC(C)([H])CCC(=O)C[C@@]1([H])N(C(=O)C2=CC=CC=C12)C4=CC=C3C=CC([Cl])=NC3=N4,1
panadiplon,CC(C)([H])N2C(=O)C1=C(N=CN1C3=CC=CC=C23)C4=NOC(=N4)C5([H])CC5,1
panamesine,CO/C1=C/C=C(C=C1)N5C[C@@]([H])(CN2CC[C@@](O)(CC2)C4=CC=C3OCOC3=C4)OC5=O,1
pancopride,N/C2=C/C(OC[C@@]1([H])CC1)=C(/C=C2/[Cl])C(=O)N[C@@]3([H])CN4CCC3([H])CC4,1
panuramine,O=C(N[C@@]1([H])CCN(CC1)C/C3=C/C=C2C=CC=CC2=C3)NC(=O)C4=CC=CC=C4,1
paraldehyde,C[C@@]1([H])O[C@@](C)([H])O[C@@](C)([H])O1,1
paramethasone-acetate,C[C@@]4([H])C[C@@]3([H])[C@@]2([H])C[C@@]([F])([H])C1=CC(=O)C=C[C@@]1(C)[C@@]2([H])[C@@](O)([H])C[C@@]3(C)[C@@]4(O)C(=O)COC(C)=O,1
pargyline,CN(CC#C)C/C1=C/C=CC=C1,1
paroxetine,[F]/C1=C/C=C(C=C1)[C@@]2([H])CCNC[C@@]2([H])CO/C4=C/C=C3OCOC3=C4,1
pazinaclone,[Cl]/C2=C/C=C1C=CC(=NC1=N2)N4C(=O)C3=CC=CC=C3[C@@]4([H])CC(=O)N5CC[C@@]6(CC5)OCCO6,1
pemoline,N/C1=N/C(=O)[C@@]([H])(O1)C2=CC=CC=C2,1
penfluridol,O[C@@]3(CCN(CCCC([H])(C1=C/C=C(/[F])C=C1)C2=C/C=C(/[F])C=C2)CC3)C4=C/C=C(/[Cl])C(=C4)C([F])([F])[F],1
pentabamate,C[C@@]([H])(OC(N)=O)C(C)([H])[C@@](C)([H])OC(N)=O,1
pentamorphone,CCCCCN[C@@]12C=CC(=O)[C@@]3([H])O/C4=C(/O)C=CC=5C[C@@]1([H])N(C)CC[C@@]23C4=5,1
pentazocine,C[C@@]2([H])[C@@]3([H])CC1=C/C=C(/O)C=C1[C@@]2(C)CCN3C/C=C(/C)C,1
penthrichloral,OCC1(CO)COC([H])(OC1)C([Cl])([Cl])[Cl],1
pentiapine,CN1CCN(CC1)C3=NC2=CC=CC=C2[S]C4=NC=CN34,1
perafensine,C1CN(CCN1)C3=CC2=CC=CC=C2C(=N3)C4=CC=CC=C4,1
pergolide,CCCN1C[C@@]([H])(C[S]C)C[C@@]2([H])C=4C=CC=C3NC=C(C[C@@]12[H])C3=4,1
perospirone,O=C4N(CCCCN1CCN(CC1)C2=N[S]C3=CC=CC=C23)C(=O)[C@@]5([H])CCCC[C@@]45[H],1
perphenazine,OCCN4CCN(CCCN2C1=CC=CC=C1[S]C3=C/C=C(/[Cl])C=C23)CC4,1
pethidine (demerol),CCOC(=O)C1(CCN(C)CC1)C2=CC=CC=C2,1
petrichloral,O[C@@]([H])(OCC(CO[C@@](O)([H])C([Cl])([Cl])[Cl])(CO[C@@](O)([H])C([Cl])([Cl])[Cl])CO[C@@](O)([H])C([Cl])([Cl])[Cl])C([Cl])([Cl])[Cl],1
phenacemide,NC(=O)NC(=O)C/C1=C/C=CC=C1,1
phenacetin,CCO/C1=C/C=C(/NC(C)=O)C=C1,1
phenazocine,C[C@@]2([H])[C@@]3([H])CC1=C/C=C(/O)C=C1[C@@]2(C)CCN3CC/C4=C/C=CC=C4,1
pheneturide,CC[C@@]([H])(C(=O)NC(N)=O)C1=CC=CC=C1,1
phenmetrazine,C[C@@]1([H])NCCO[C@@]1([H])C2=CC=CC=C2,1
phenoxypropazine (fenoxypropazine),C[C@@]([H])(CO/C1=C/C=CC=C1)NN,1
phensuximide,CN1C(=O)C[C@@]([H])(C1=O)C2=CC=CC=C2,1
phenyl-salicylate,O/C1=C/C=C/C=C1/C(=O)O/C2=C/C=CC=C2,1
phenytoin,O=C1NC(=O)C(N1)(C2=CC=CC=C2)C3=CC=CC=C3,1
phetharbital,CCC1(CC)C(=O)NC(=O)N(C1=O)C2=CC=CC=C2,1
physostigmine,CNC(=O)O/C3=C/C=C2N(C)[C@@]1([H])N(C)CC[C@@]1(C)C2=C3,1
piberaline,O=C(N1CCN(CC1)C/C2=C/C=CC=C2)C3=CC=CC=N3,1
picenadol,CCC[C@@]1(CCN(C)C[C@@]1(C)[H])C2=CC=CC(O)=C2,1
pidolacetamol,CC(=O)N/C2=C/C=C(/OC(=O)[C@@]1([H])CCC(=O)N1)C=C2,1
piflutixol,OCC[C@@]4([H])CCN(CC/C=C2/C1=C/C=C(/[F])C=C1[S]C3=CC=C(C=C23)C([F])([F])[F])CC4,1
pimozide,[F]/C1=C/C=C(C=C1)C([H])(CCCN2CCC([H])(CC2)N3C(=O)NC4=CC=CC=C34)C5=C/C=C(/[F])C=C5,1
pipamperone,NC(=O)[C@@]2(CCN(CCCC(=O)C1=C/C=C(/[F])C=C1)CC2)N3CCCCC3,1
pipequaline,[H]C1(CCNCC1)CC/C2=C/C(=NC3=CC=CC=C23)C4=CC=CC=C4,1
piperacetazine,CC(=O)C4=CC=C3[S]C1=CC=CC=C1N(CCCN2CC[C@@]([H])(CCO)CC2)C3=C4,1
piperilate (pipethanate),OC(C(=O)OCCN1CCCCC1)(C2=CC=CC=C2)C3=CC=CC=C3,1
pipofezine,CN1CCN(CC1)C4=CC=3N(C)C2=CC=CC=C2OC=3N=N4,1
pipotiazine-palmitate,CCCCCCCCCCCCCCCC(=O)OCC[C@@]4([H])CCN(CCCN2C1=CC=CC=C1[S]C3=CC=C(C=C23)[S](=O)(=O)N(C)C)CC4,1
piquindone,CC/C2=C(/C)NC=3C[C@@]1([H])CCN(C)C[C@@]1([H])C(=O)C2=3,1
piracetam,NC(=O)CN1CCCC1=O,1
pirandamine,CN(C)CC[C@@]1(C)OCCC2=C1CC3=CC=CC=C23,1
piriqualone,C/C1=C/C=C/C=C1/N4C(/C=C/C2=C/C=CC=N2)=NC3=CC=CC=C3C4=O,1
piritramide,NC(=O)C1(CCN(CC1)CCC(C#N)(C2=CC=CC=C2)C3=CC=CC=C3)N4CCCCC4,1
pirlindole,C/C4=C/C=C3N1CCN[C@@]2([H])CCCC(=C12)C3=C4,1
pivagabine,CC(C)(C)C(=O)NCCCC(O)=O,1
pivoxazepam,CC(C)(C)C(=O)O[C@@]3([H])N=C(/C1=C/C=CC=C1)C2=CC([Cl])=CC=C2NC3=O,1
pramiracetam,CC(C)([H])N(CCNC(=O)CN1CCCC1=O)C(C)(C)[H],1
prazitone,O=C2NC(=O)[C@@](C[C@@]1([H])CCCCN1)(C(=O)N2)C3=CC=CC=C3,1
prednicarbate,CCOC(=O)O[C@@]3(CC[C@@]4([H])[C@@]2([H])CCC1=CC(=O)C=C[C@@]1(C)[C@@]2([H])[C@@](O)([H])C[C@@]34C)C(=O)COC(=O)CC,1
prednisolamate,CCN(CC)CC(=O)OCC(=O)[C@@]3(O)CC[C@@]4([H])[C@@]2([H])CCC1=CC(=O)C=C[C@@]1(C)[C@@]2([H])[C@@](O)([H])C[C@@]34C,1
prednisolone-steaglate,CCCCCCCCCCCCCCCCCC(=O)OCC(=O)OCC(=O)[C@@]3(O)CC[C@@]4([H])[C@@]2([H])CCC1=CC(=O)C=C[C@@]1(C)[C@@]2([H])[C@@](O)([H])C[C@@]34C,1
