nctid,status,why_stop,label,phase,diseases,icdcodes,drugs,smiless,criteria
NCT01642485,completed,,0,phase 1,"['effects of different meals on the qt/qtc interval', 'insulin and oral hypoglycemic [antidiabetic] drugs causing adverse effects in therapeutic use', 'c-peptide effects on the qt/qtc interval', 'moxifloxacin ecg profile in fed and fasted state', 'japanese vs. caucasian tqt comparison']","[""['Z92.82', 'C7A.1']"", ""['T38.3X6S', 'T38.3X3S', 'T38.3X4S', 'T38.3X5S', 'T38.3X6A', 'T38.3X6D', 'T38.3X1S']"", ""['Z00.6']""]","['moxifloxacin 400 mg fasted', 'moxifloxacin 400 mg fed', 'placebo']",['[H][C@]12CN(C[C@@]1([H])NCCC2)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1OC)C(O)=O'],"
        Inclusion Criteria:

          1. Healthy male or female, 20 - 45 years old

          2. Signed ICF

          3. Japanese - a descendant of four Japanese grandparents, carrying a Japanese passport
             and has not been outside Japan for more than 5 years prior to screening

          4. The Caucasian - light to brown skin pigmentation; straight to wavy or curly hair;
             indigenous to Europe, northern Africa, western Asia, and India. The study may also
             include Caucasians from North America, Australia and South Africa

          5. No clinical findings on the physical examination

          6. Body mass index (BMI) = 18 - 25 kg/m2, body weight at least 48 kg.

          7. Systolic blood pressure 90-145 mmHg, diastolic blood pressure 40-90 mmHg, and heart
             rate 40-90 bpm

          8. Triplicate 12 lead ECG without clinically relevant abnormalities

          9. 24 hour 12 lead Holter ECG without clinically relevant abnormalities

         10. Haematology, biochemistry and urinalysis within the normal range

         11. Must agree to use acceptable methods of contraception

        Exclusion Criteria:

          1. History or clinical evidence of any disease and/or existence of any surgical or
             medical condition which might interfere with the absorption, distribution, metabolism
             or excretion of the study drug

          2. History of clinically significant syncope.

          3. Family history of sudden death.

          4. Family history of premature cardiovascular death.

          5. Family history of congenital long QT syndrome or Brugada's syndrome.

          6. History of arrhythmias and ischemic heart disease

          7. Conditions predisposing to electrolyte imbalances (e.g. altered nutritional states,
             chronic vomiting, anorexia nervosa, bulimia nervosa).

          8. Abnormal ECG in the standard 12-lead ECG and 24-hour 12 lead Holter ECG

          9. Abnormal rhythm, conduction or morphology of resting ECG, such as:

               -  Sinus node dysfunction.

               -  Clinically significant PR (PQ) interval prolongation.

               -  Intermittent second or third degree AV block.

               -  Incomplete or complete bundle branch block.

               -  Abnormal T wave morphology.

               -  Prolonged QTcB >450 msec or shortened QTcB < 350 msec or family history of long
                  QT syndrome.

         10. Abnormal blood glucose result (blood glucose >7.8mmol/l)

         11. Significant family history of diabetes mellitus.

         12. Significantly elevated fasting blood glucose level

         13. Signs and/or symptoms of acute illness in the four-week period prior to screening.

         14. Veins unsuitable for intravenous puncture or cannulation on either arm

         15. Known hypersensitivity to any medicines administered in the trial.

         16. Treatment with any prescribed medication during the 2 weeks prior to first baseline
             day.

         17. Treatment with any over-the-counter (OTC) medications during the 2 weeks prior to
             first baseline day.

         18. Treatment with vitamins and/or minerals within 48 hours prior to the first baseline
             day.

         19. Treatment with another investigational drug within 4 weeks prior to dosing or having
             participated in more than 3 investigational drug studies within a year prior to
             dosing.

         20. Positive urine drug screen (amphetamines, benzodiazepines, cocaine, cannabinoids,
             opiates, barbiturates and methadone) or the alcohol breath test

         21. History or clinical evidence of alcoholism (regular weekly alcohol intake of more than
             14 units if female and 21 units if male) or drug abuse (compulsive, repetitive and/or
             chronic use of drugs or other substances with or without problems related to their use
             and/or where stopping or a reduction in dose will lead to withdrawal symptoms)

         22. Excessive caffeine consumption (≥800 mg per day)

         23. Smoking within 3 months prior to screening

         24. Loss of 250 mL or more blood within 3 months prior to screening.

         25. Positive results from the hepatitis serology, except for vaccinated subjects.

         26. Positive results from the HIV serology.

         27. Any circumstances or conditions, which may affect full participation in the study or
             compliance with the protocol.

         28. Legal incapacity or limited legal capacity.
      "
NCT01643603,terminated,"
    study terminated due to slow accrual.
  ",0,phase 1,"[""non-hodgkin's lymphoma"", ""hodgkin's lymphoma"", 'myeloid leukemia', 'multiple myeloma', 'myelodysplastic syndrome', 'lymphoid leukemia']","[""['S33.110S', 'S33.111S', 'S33.120S', 'S33.121S', 'S33.130S', 'S33.131S', 'S33.140S']"", ""['S33.110S', 'S33.111S', 'S33.120S', 'S33.121S', 'S33.130S', 'S33.131S', 'S33.140S']"", ""['C92.Z1', 'C92.Z2', 'C92.91', 'C92.92', 'C92.Z0', 'C92.90', 'C92.11']"", ""['C90.01', 'C90.02', 'C90.00']"", ""['D46.9', 'D46.C', 'D46.Z']"", ""['C91.Z1', 'C91.Z2', 'C91.91', 'C91.92', 'C91.Z0', 'C91.90']""]",['dasatinib'],['NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O'],"
        Inclusion Criteria:

          -  Recipients of first ASCT from related or unrelated donor for the treatment of
             hematologic malignancies (acute myeloid leukemia, chronic myeloid leukemia, acute
             lymphoblastic leukemia, chronic lymphocytic leukemia, myelodysplastic syndrome,
             Hodgkin and non-Hodgkin lymphoma) who are 1-antigen or 1-allele mismatched or fully
             matched at human leukocyte antigen (HLA)-A, -B, -C and -DR as defined by high
             resolution typing

          -  Patients must be between 100 - 180 days after allogeneic stem cell transplantation

          -  Dasatinib use prior to ASCT is allowed

          -  Performance status >= 60%

          -  Presence of large granular lymphocyte (LGL) clone prior to enrollment will not be an
             exclusion criterion if the LGL clone is < 25% of T cell population

          -  Total bilirubin < 2.0 times the institutional upper limit of normal (ULN)

          -  Hepatic enzymes (aspartate aminotransferase [AST], alanine aminotransferase [ALT] ) =<
             2.5 times the institutional ULN

          -  Serum creatinine < 1.5 time the institutional ULN

          -  Hemoglobin >= 8 g/dL

          -  Absolute neutrophil count 1,500 cells per uL

          -  Platelets >= 100,000 per uL

          -  Patient should be able to provide signed written informed consent:

               -  Before any study procedures are performed, subjects will have the details of the
                  study described to them, and they will be given a written informed consent
                  document to read; then, if subjects consent to participate in the study, they
                  will indicate that consent by signing and dating the informed consent document in
                  the presence of study personnel

               -  Written consent will include a Health Insurance Portability and Accountability
                  Act (HIPAA) form according to institutional guidelines

          -  Patient should be able to take oral medication (dasatinib must be swallowed whole)

        Exclusion Criteria:

          -  Recipient of mismatched (allele or antigen level) graft in more than one loci of HLAA,
             -B, -C or -DR loci will not be eligible, i.e. recipients of 2-antigen or 2-allelele
             mismatched graft

          -  Patients on investigational therapy for graft-versus-host disease (GVHD)

          -  Patients with uncontrolled acute or chronic GVHD or refractory disease not responding
             to conventional therapy

          -  Patients who have evidence of disease progression before day 100 after ASCT

          -  Women of childbearing potential (WOCBP) who are unwilling or unable to use an
             acceptable method to avoid pregnancy for the entire study period and for at least 4
             weeks after the last dose of study drug

          -  Women who are pregnant or breastfeeding

          -  Women with a positive pregnancy test

          -  Sexually active fertile men not using effective birth control if their partners are
             WOCBP

          -  No malignancy [other than the one treated in this study] which required radiotherapy
             or systemic treatment within the past 5 years

          -  Concurrent medical condition which may increase the risk of toxicity, including:

               -  Pleural or pericardial effusion of any grade at the time of screening for study

               -  Cardiac Symptoms; any of the following should be considered for exclusion:

                    -  Uncontrolled angina, congestive heart failure or myocardial infarction (MI)
                       within (6 months)

                    -  Diagnosed congenital long QT syndrome

                    -  Any history of clinically significant ventricular arrhythmias (such as
                       ventricular tachycardia, ventricular fibrillation, or Torsades de pointes)

                    -  Prolonged QTc interval on pre-entry electrocardiogram (> 450 msec)

          -  History of significant bleeding disorder unrelated to cancer, including:

               -  Diagnosed congenital bleeding disorders (e.g., von Willebrand's disease)

               -  Diagnosed acquired bleeding disorder within one year (e.g., acquired anti-factor
                  VIII antibodies)

               -  Ongoing or recent (=< 3 months) significant gastrointestinal bleeding

          -  Any previous history of >= grade 3 toxicity to Dasatinib

          -  Prohibited treatments and or therapies:

               -  Category I drugs that are generally accepted to have a risk of causing Torsades
                  de Pointes including: (Patients must discontinue drug 7 days prior to starting
                  dasatinib)

                    -  Quinidine, procainamide, disopyramide

                    -  Amiodarone, sotalol, ibutilide, dofetilide

                    -  Erythromycin, clarithromycin

                    -  Chlorpromazine, haloperidol, mesoridazine, thioridazine, pimozide

                    -  Cisapride, bepridil, droperidol, methadone, arsenic, chloroquine,

                    -  Domperidone, halofantrine, levomethadyl, pentamidine, sparfloxacin,
                       lidoflazine

               -  Patient agrees to discontinue St. Johns Wort while receiving dasatinib therapy
                  (discontinue St. Johns Wort at least 5 days before starting dasatinib)

               -  Patient agrees that IV bisphosphonates will be withheld for the first 8 weeks of
                  dasatinib therapy due to risk of hypocalcemia

          -  Prisoners or subjects who are involuntarily incarcerated

          -  Subjects who are compulsorily detained for treatment of either a psychiatric or
             physical (egg, infectious disease) illness
      "
NCT01644734,completed,,1,phase 4,"['pulmonary disease, chronic obstructive']","[""['J44.9', 'J44.1', 'J44.0']""]",['spiriva handihaler'],['CCOC(=O)C1=C(COCCN)NC(C)=C(C1C1=CC=CC=C1Cl)C(=O)OC'],"
        Inclusion criteria:

          -  Male and female ambulatory outpatients being seen in a participating physicians office
             for routine care,

          -  Patients with a clinical diagnosis of COPD (all stages according to Global Initiative
             for Chronic Obstructive Lung Disease (GOLD) guidelines 2010) being treated with
             long-acting anticholinergic (Tiotropium, Spiriva® HandiHaler® ) as maintenance therapy
             within the product label and a maximum of the last 4 weeks (0.-28. days before Visit
             1),

          -  Patients previously treated with short-acting bronchodilators on regular or as-needed
             basis for at least 3 months before change to long-acting anticholinergic treatment,

          -  Patient fluent in language of questionnaire and having the cognitive and functional
             abilities required to fill in the questionnaire alone.

        Exclusion criteria:

          -  Uncooperative patients as judged by the physician,

          -  Patients with any conditions excluded as per Country specific package insert,

          -  Patients currently enrolled in any clinical trial,

          -  Patients with COPD exacerbation or any acute disease in the last 3 months before Visit
             1.
      "
NCT01649258,terminated,"
    lack of efficacy
  ",0,phase 1,"['breast cancer', 'nausea', 'vomiting']","[""['C79.81', 'D24.1', 'D24.2', 'D24.9', 'D49.3', 'C44.501', 'D48.60']"", ""['R11.0', 'R11.11', 'R11.2']"", ""['R11.10', 'R11.12', 'R11.14', 'R11.11', 'K91.0', 'O21.2', 'O21.8']""]","['granisetron transdermal system', 'fosaprepitant dimeglumine']","['CN1N=C(C(=O)N[C@@H]2C[C@@H]3CCC[C@H](C2)N3C)C2=C1C=CC=C2', '[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C']","
        Inclusion Criteria:

          -  Patients with histologically confirmed breast cancer scheduled to receive chemotherapy
             with doxorubicin and cyclophosphamide (adjuvant or neoadjuvant)

          -  Eastern Cooperative Oncology Group (ECOG) performance status of 0-1

          -  Projected life expectancy of at least 3 months

          -  Provision of informed consent prior to any study-related procedures

          -  Negative pregnancy test for women of childbearing potential

          -  Absolute neutrophil count (ANC) >= 1500/mm^3

          -  Platelet count >= 100,000 cells/mm^3

          -  Hemoglobin >= 9.0g/dL

          -  Serum creatinine =< 1.5 mg/dl

          -  Aspartate aminotransferase (AST) or alanine aminotransferase (ALT) =< 2.5 X upper
             limit of normal (ULN)

          -  Alkaline phosphatase =< 2.5 X upper limit of normal; in patients with bone metastasis
             and no evidence of liver metastasis and bilirubin =< upper limit of normal an alkaline
             phosphatase =< 5 ULN will be allowed

          -  Serum bilirubin =< 1.0 mg/dL

          -  No other concomitant therapy directed at the cancer is allowed

        Exclusion Criteria:

          -  Allergy or intolerance to 5HT3 or NK-1 antagonists and dexamethasone

          -  Use of another antiemetic agent (5HT3 antagonists, phenothiazines, butyrophenones,
             cannabinoids, metoclopramide, or corticosteroids) within 72 hours prior to day 1 of
             the study

          -  Use of anticoagulant agent (Warfarin, Coumadin, Jantoven, Marevan, Lawarin, Waran, or
             Warfant)

          -  An episode of vomiting or retching within 24 hours before the start of the initial
             treatment with chemotherapy

          -  Severe concurrent illness other than neoplasia

          -  Gastrointestinal obstruction or an active peptic ulcer

          -  Patients who are pregnant or breast feeding because aprepitant may be harmful to the
             developing fetus and newborn
      "
NCT01649427,completed,,1,phase 4,['pharmacokinetics study in de novo kidney transplantation'],"[""['N26.2', 'Q63.0', 'Q63.2', 'Z52.4', 'I75.81', 'N19', 'N20.0']""]","['prograf', 'tacrolimus hexal']","['CO[C@@H]1C[C@@H](CC[C@H]1O)\\C=C(/C)[C@H]1OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H]([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\\C(C)=C\\[C@@H](CC=C)C(=O)C[C@H](O)[C@H]1C)OC', 'N[C@@H](CCCNC(N)=N)C(O)=O']","
        Inclusion:

        primary or sec. kidney transplanted patiens, written consent, cold ischemia < 24 h

        Exclusion:

        multi organ, immunological risc pts., PRA >20%, Antibodys against HLA-type of donor organ,
        hypersensitivity against Tacro or MMF,

        Other protocol-defined inclusion/exclusion criteria may apply
      "
NCT01650545,completed,,1,phase 1/phase 2,"['disorder related to lung transplantation', 'bronchiolitis obliterans', 'decreased immunologic activity', 'chronic rejection of lung transplant']","[""['F20.81', 'F21', 'F34.0', 'F34.1', 'F42.3', 'F45.0', 'F51.5']"", ""['J21.9', 'J84.115', 'J21.1', 'J21.0', 'J21.8']"", ""['Z05.43', 'R76.8', 'R76.9', 'R83.4', 'R84.4', 'R85.4', 'R86.4']"", ""['T86.11', 'T86.12', 'T86.13', 'T86.21', 'T86.22', 'T86.23', 'T86.41']""]",['liposomal aerosol cyclosporine'],['CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\\C=C\\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C'],"
        Inclusion Criteria:

        Chronic rejection

          1. Bronchiolitis obliterans diagnosed by bronchiolitis obliterans syndrome and > 20%
             decline from the individual patient's best FEV1 is observed

          2. Recipient of a double or single lung transplant

          3. Receiving immunosuppressive treatment according to institutional standards

        Exclusion criteria:

          1. Active invasive bacterial, viral or fungal infection

          2. Current mechanical ventilation

          3. Pregnant or breast-feeding woman

          4. Known hypersensitivity to cyclosporine A

          5. Serum creatinine value of more than 265 μmol/L (3 mg/dL) or chronic dialysis

          6. Receipt of an investigational drug as part of a clinical trial
      "
NCT01657760,completed,,0,phase 1,['alcohol dependence'],"[""['F10.20', 'F10.24', 'F10.27', 'F10.280', 'F10.281', 'F10.282', 'F10.288']""]",['citalopram'],['CN(C)CCCC1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1'],"
        Inclusion Criteria:

        Must be U.S. Veteran

        Alcohol Dependence:

          -  Age between 21 and 55;

          -  Meeting DSM-IV diagnostic criteria for alcohol dependence;

          -  Report drinking at least 48 standard drinks in a 30-day period, during the 90 days
             before enrollment, and

          -  Must have had at least 2 days of heavy drinking (at least 5 drinks/day for men, 4
             drinks/day for women) in the last 30 days

        Healthy Control:

          -  Age between 21 and 55;

          -  No Axis I DSM-IV diagnosis (except for nicotine dependence);

          -  Report drinking less than 10 drinks weekly over the past 90 days prior to study entry
             by Timeline Followback Method (TLFB).

        Exclusion Criteria:

        Exclusion criteria for Alcohol Dependence:

          -  Current treatment for alcohol problems or a history of treatment in the 30 days before
             enrollment or are treatment seeking;

          -  A current (last 12 months) DSM-IV diagnosis of dependence on any psychoactive
             substances other than alcohol and nicotine.

        Exclusion criteria for Healthy Controls:

          -  Any history of treatment for alcohol or other substance use disorders;

          -  Any history of DSM-IV diagnosis of dependence on any psychoactive substances other
             than nicotine;

          -  Any history of DSM-IV diagnosis of Axis I mental illness.

        Exclusion criteria for all subjects:

          -  A current (last 12 months) DSM-IV diagnosis of schizophrenia, bipolar disorder, other
             psychotic disorder, eating disorder, panic disorder with or without agoraphobia;

          -  Current use of psychoactive drugs, other than occasional marijuana use (< 3 uses per
             week), as determined by a positive urine screen for narcotics, amphetamines, or
             sedative hypnotics;

          -  Serious alcohol withdrawal symptoms as indicated by a score > 10 on the Clinical
             Institute Withdrawal Assessment for Alcohol-Revised (CIWA);

          -  Clinically significant physical abnormalities as indicated by physical examination,
             hematological laboratory assay, or urinalysis, defined as: hematology and chemistry
             laboratory tests that are within normal (+/- 10%) limits with the following
             exceptions: a) liver function tests (total bilirubin, alanine transaminase [ALT],
             aspartate aminotransferase [AST], and alkaline phosphatase) < 3 x the upper limit of
             normal, and b) kidney function tests (creatinine and BUN) < 2 x the upper limit of
             normal;

          -  A screening ECG that demonstrates anything other than normal sinus rhythm, normal
             conduction, and no clinically significant arrhythmias;

          -  History of epilepsy, seizures, or severe head trauma;

          -  History of alcohol intoxication delirium, alcohol withdrawal delirium or seizure,
             alcohol-induced persisting dementia, or alcohol-induced psychosis;

          -  Treatment with any of the following medications within the last 30 days prior to
             randomization: antidepressants, anti-convulsants, hypnotics, antipsychotics,
             psychomotor stimulants, or anti-anxiety agents;

          -  Previous treatment with citalopram discontinued due to an adverse event;

          -  Pregnancy, nursing, or refusal to use reliable barrier method of birth control, if
             female;

          -  Presence of metal fragments, pacemaker, or other ferromagnetic material which would
             prevent safe completion of an MRI scan;

          -  Recent history of radiation exposure which would make exposure to radiation from
             serial PET scans contraindicated;

          -  Non-zero breath-alcohol level on screening. We will exclude participants who present
             to study appointments intoxicated, as active alcohol intoxication may interact
             unpredictably with citalopram and produce unreliable results in assessments of mood or
             alcohol craving (e.g. Ray and Hutchison, 2007; Ray et al., 2011; see preliminary data
             C.2. above);

          -  Resting vital signs on any study visit outside of acceptable parameters: Pulse of
             50-105 bpm, Blood pressures of 90-160 mm Hg systolic, 55-100 mm Hg diastolic;

          -  Any indication of suicidal ideation (i.e. as assessed by question 9 on the Beck
             Depression Inventory-II [BDI-II]), or elevated index of depressive symptoms, as
             evidenced by BDI-II score of 20;

          -  Presence in the body of a metal device (e.g., pacemaker, infusion pump, aneurysm clip,
             metal prosthesis or plate) that could either interfere with the acquisition of the MRI
             scan of the brain or for whom the MRI scan would pose a potential risk will be
             excluded.

          -  Radiation exposure: Participation in any other research study involving exposure to
             ionizing radiation in the past year if the total cumulative exposure from the past
             research studies and the current research study would exceed the limits described by
             the FDA in 21 CFR 361.1. Specifically, the total cumulative dose to the whole body,
             active blood-forming organs, lens of the eye, and gonads must remain below 5 rems, and
             the cumulated dose to all other organs must remain below 15 rems over the last year.
      "
NCT01659866,completed,,1,phase 4,['infection'],"[""['K94.02', 'K94.12', 'K94.22', 'K94.32', 'N99.511', 'A02.9', 'A31.0']""]","['ciprofloxacin', 'trimethoprim-sulfamethoxazole', 'cefuroxime', 'ceftriaxone', 'gentamicin', 'amikacin', 'aztreonam', 'imipenem', 'ceftriaxone', 'gentamicin', 'amikacin', 'aztreonam', 'imipenem']","['OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O', 'CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1', '[H][C@]12SCC(COC(N)=O)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\\C1=CC=CO1)C(O)=O', '[H][C@]12SCC(CSC3=NC(=O)C(=O)NN3C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\\C1=CSC(N)=N1)C(O)=O', 'CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1', 'NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O', 'C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(=O)O)\\C2=CSC([NH3+])=N2)C(=O)N1S([O-])(=O)=O', '[H][C@]12CC(SCC\\N=C\\N)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O', '[H][C@]12SCC(CSC3=NC(=O)C(=O)NN3C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\\C1=CSC(N)=N1)C(O)=O', 'CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1', 'NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O', 'C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(=O)O)\\C2=CSC([NH3+])=N2)C(=O)N1S([O-])(=O)=O', '[H][C@]12CC(SCC\\N=C\\N)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O']","
        Inclusion Criteria:

          -  Ability and willingness to provide written informed consent.

          -  All individuals who will undergo TRUSP as part of their standard of care are eligible
             for study.

        Exclusion Criteria:

          -  Men under 30 years of age

          -  Individuals whose rectal swab indicates that they harbor CS-GNB who cannot receive
             ciprofloxacin as pre-procedure prophylaxis for any reason

          -  Individuals whose rectal swab indicates that they harbor CR-GNB who cannot abide by
             the antimicrobial prophylaxis guidelines outlined in the study protocol for any reason

          -  Individuals who do not wish to complete the pre-procedure risk factor questionnaire or
             the two post-procedure phone questionnaires to assess for infectious complications
      "
NCT01661140,terminated,,1,phase 4,['rheumatoid arthritis'],"[""['M06.9', 'M05.9', 'M06.08', 'M06.00', 'M06.011', 'M06.012', 'M06.019']""]","['methotrexate (stable dose)', 'tocilizumab', 'methotrexate (tapering dose)']","['CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O', 'CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O']","
        Inclusion Criteria:

          -  Adult patients, >/= 18 years of age

          -  Active severe rheumatoid arthritis (DAS28 > 5.1) according to European League of
             Rheumatism (EULAR)/American College of Rheumatology (ACR) criteria

          -  Inadequate response to a trial of 2 DMARDs, including methotrexate, a trial being
             defined as 6 months with 2 months at standard dose; no previous treatment with a
             biologic agent such as a tumor necrosis factor (TNF) inhibitor

          -  Oral corticosteroids must have been at a stable dose of </= 10 mg/day prednisolone or
             equivalent for at least 25 out of 28 days prior to start of treatment (Day 1)

        Exclusion Criteria:

          -  Major surgery (including joint surgery) within 8 weeks prior to screening or planned
             major surgery within 6 months following randomization

          -  Rheumatic autoimmune disease other than rheumatoid arthritis

          -  Functional class IV as defined by the ACR Classification of Functional Status in RA

          -  Prior history of or current inflammatory joint disease other than RA

          -  Previous treatment with tocilizumab

          -  Previous treatment with any biologic drug (e.g. TNF inhibitor) that is used in the
             treatment of RA

          -  Intraarticular or parenteral corticosteroids within 6 weeks prior to enrollment

          -  Inadequate liver, bone marrow or hepatic function

          -  Positive for hepatitis B, hepatitis C or HIV infection

          -  Pregnant or breastfeeding women

          -  Females of child-bearing potential who are not using reliable means of contraception

          -  History of severe allergic or anaphylactic reactions to human, humanized or murine
             monoclonal antibodies

          -  Active current or history of recurrent bacterial, viral, fungal, mycobacterial or
             other infections

          -  History of, or currently active, primary or secondary immunodeficiency
      "
NCT01663740,completed,,1,phase 4,['cytomegalovirus infections'],"[""['P35.1']""]",['valganciclovir'],['CC(C)[C@H](N)C(=O)OCC(CO)OCN1C=NC2=C1NC(N)=NC2=O'],"
        Inclusion Criteria:

          -  First renal transplant

          -  Participant eligible to receive valganciclovir prophylaxis as determined by the
             treating physician in accordance with the local approved product prescribing
             information (Cohort A only) or the participant is not expected to require any
             valganciclovir prophylaxis (Cohort B only) post-transplant

          -  Participant has no history of known infertility

          -  Participant is able and willing to provide semen samples

          -  Participant agrees to utilize a barrier contraceptive throughout the study or for at
             least 90 days after cessation of valganciclovir treatment

        Exclusion Criteria:

          -  Prior ganciclovir or valganciclovir within 3 months of enrollment

          -  Organ transplant other than kidney

          -  Participant has received an investigational new drug in the 3 months prior to
             transplant

          -  Participant hs received an alkylating agent or other medications known to affect
             fertility/spermatogenesis

          -  Participant is unlikely to be available for follow-up for the entire duration of the
             study (up to 52 weeks)
      "
NCT01663857,completed,,0,phase 1/phase 2,"['epithelial ovarian cancer', 'fallopian tube cancer', 'primary peritoneal cancer']","[""['H18.523', 'H18.521', 'H18.522', 'H18.529']"", ""['C57.00', 'C57.01', 'C57.02']"", ""['K65.1', 'K66.0', 'N99.4', 'N73.6', 'R88.0', 'Z49.32', 'Z49.02']""]","['ly2228820', 'carboplatin', 'placebo', 'gemcitabine']","['NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F', 'COC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1', 'CC(C)(C)CN1C(N)=NC2=CC=C(N=C12)C1=C(NC(=N1)C(C)(C)C)C1=CC=C(F)C=C1']","
        Inclusion Criteria:

          -  Have been diagnosed with ovarian, fallopian tube, or primary peritoneal cancer

          -  Have been treated one time with a platinum-based chemotherapy and your disease has
             come back at least six months after you completed treatment

          -  Are able to swallow tablets

          -  Have given written informed consent prior to any study procedures

          -  Have adequate blood counts, hepatic and renal function

          -  Have performance status equal to or less than 2 on Eastern Cooperative Oncology Group
             (ECOG) scale

          -  Have negative pregnancy test, and if participant is of child bearing potential must
             use birth control while on study and for three months after stopping study drug

        Exclusion Criteria:

          -  Have been previously treated with Gemcitabine for ovarian, fallopian tube or primary
             peritoneal cancer

          -  Are currently enrolled or discontinued less than 14 days from another clinical trial

          -  Have a history of inflammatory bowel disease (Crohn's disease or ulcerative colitis)

          -  Have taken certain medications or had grapefruit juice within 7 days of initial dose
             of study drug, as levels of the study drug may be affected.

          -  Must not be pregnant or breastfeeding.

          -  Have malignancy or metastasis of the central nervous system

          -  Have borderline malignancy
      "
