nctid,status,why_stop,label,phase,diseases,icdcodes,drugs,smiless,criteria
NCT00389051,completed,,1,phase 1,"[""non-hodgkin's lymphoma""]","[""['S33.110S', 'S33.111S', 'S33.120S', 'S33.121S', 'S33.130S', 'S33.131S', 'S33.140S']""]",['bendamustine hydrochloride'],['CN1C(CCCC(O)=O)=NC2=CC(=CC=C12)N(CCCl)CCCl'],"
        Inclusion Criteria:

        Indolent B cell Non-Hodgkin's lymphoma patients with prior therapy who satisfy the
        conditions listed below. No restrictions regarding gender.

          -  Patients with histologically or cytologically confirmed indolent B cell Non-Hodgkin's
             lymphoma.

          -  Patients who had not received treatment (chemotherapy, antibody therapy and radiation/
             radiotherapy) for more than 4 weeks following prior therapy and who are judged to
             carry no effect from the prior therapy.

          -  Patients aged from 20 to less than 75 years.

          -  Patients who had agreed in-patient during first course therapy.

          -  Patients from whom written consent to participate in this study has been obtained.

        Exclusion Criteria:Patients who meet any of the following criteria will be excluded.

          -  Patients with apparent infections.

          -  Patients with serious complications (hepatic failure or renal failure).

          -  Patients with complication or history of serious heart failure (e.g. cardiac
             infarction, ischemic heart disease).

          -  Patients with serious digestive symptoms (nausea/ vomiting/ diarrhea).

          -  Patients who are known to be positive for HBV, HCV or HIC.

          -  Patients receiving other investigational drugs within 3 months before registration in
             the study.

          -  Patients with allogenic transplant.

          -  Women who are pregnant, of childbearing potential, or lactating.

          -  Patients who do not agree to contraception.

          -  Otherwise, patients who are judged by the investigator as being unsuitable for
             inclusion in the study.
      "
NCT00431015,completed,,1,phase 1/phase 2,['lung cancer'],"[""['C78.00', 'C78.01', 'C78.02', 'D14.30', 'D14.31', 'D14.32', 'C34.2']""]",['ipi-504'],['CO[C@H]1C[C@H](C)CC2=C(NCC=C)C(O)=CC(NC(=O)\\C(C)=C\\C=C/[C@H](OC)[C@@H](OC(N)=O)\\C(C)=C\\[C@H](C)[C@H]1O)=C2O'],"
        Inclusion Criteria:

          -  Pathologically confirmed diagnosis of a Stage IIIb (with malignant pleural or
             pericardial effusion) or Stage IV NSCLC

          -  Measurable disease by RECIST criteria.

        Exclusion Criteria:

          -  Treatment for NSCLC with any approved or investigational product within 2 weeks of the
             start of IPI-504 treatment for any small molecule therapy; within 4 weeks of the start
             of IPI-504 treatment for any biologic or any conventional chemotherapy.

          -  Inadequate hematologic or renal or hepatic function

          -  Previous treatment with 17-AAG, DMAG or other known Hsp90 inhibitor.
      "
NCT00279773,terminated,"
    study was stopped due to time dependent drug accumulation
  ",0,phase 1,['acute myeloid leukemia'],"[""['C92.A1', 'C92.A2', 'C92.61', 'C92.62', 'C92.A0', 'C92.60']""]",['tki258'],['CN1CCN(CC1)C1=CC=C2N=C(NC2=C1)C1=C(N)C2=C(NC1=O)C=CC=C2F'],"
        Inclusion Criteria:

          -  Confirmed diagnosis of Acute Myeloid Leukemia

          -  Eighteen years of age or older

          -  Life expectancy of at least 2 months

        Exclusion Criteria:

          -  Intracranial disease or epidural disease

          -  Clinically significant cardiac disease

          -  Diabetes mellitus uncontrolled with medication

          -  Pregnant or breast feeding women

          -  Dementia or altered mental status

          -  Known pre-existing clinically significant or uncontrolled disorder of the
             hypothalamic-pituitary axis, adrenal or thyroid glands

          -  Previous pericarditis

          -  Malabsorption syndrome or uncontrolled gastrointestinal symptoms such as
             nausea,diarrhea,vomiting
      "
NCT00317720,completed,,1,phase 1/phase 2,"['breast cancer', 'neoplasm metastasis']","[""['C79.81', 'D24.1', 'D24.2', 'D24.9', 'D49.3', 'C44.501', 'D48.60']"", ""['C05.2', 'C10.0', 'C16.0', 'C16.4', 'C17.0', 'C17.1', 'C17.2']""]","['trastuzumab', 'rad001']","['[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1', '[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\\C=C(C)\\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\\C=C\\C=C\\C=C(C)\\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](O)[C@@H](C1)OC']","
        Inclusion Criteria:

          1. History of biopsy-proven HER-2-overexpressing breast cancer and radiographic evidence
             of metastatic disease. The HER-2 status can be determined either by
             immunohistochemistry (score, 3+) or by fluorescence in situ hybridization.

          2. History of trastuzumab resistance, defined as the development of progressive disease
             after trastuzumab-based therapy for metastatic breast cancer. Patient may not have
             received more than 2 prior trastuzumab-based regimens and one lapatinib-based regimen
             (either as single agent or in combination with chemotherapy)for metastatic breast
             cancer. Patients who develop metastatic disease during or after adjuvant or
             neoadjuvant trastuzumab are eligible.

          3. Performance status 0-2 (by Eastern Cooperative Oncology Group (ECOG) scale).

          4. Absolute neutrophil count (ANC) 1500/µl or higher; Platelets 100,000/µl or higher;
             Hemoglobin 9.0 gm/dL or higher; Serum creatinine 2.0 mg/dL or lower; Total bilirubin
             1.5 mg/dL or lower; Serum glutamic pyruvic transaminase (SGPT) up to 3* upper limit of
             normal; Alkaline phosphatase up to 3* upper limit of normal; Calcium 11.0 mg/dL or
             lower.

          5. Age 18 years or older.

          6. Patients must not be pregnant. A pregnancy test will be obtained if the patient is a
             woman of child-bearing potential, defined as a sexually mature woman who has not
             undergone a hysterectomy or who has not been naturally postmenopausal for at least 24
             consecutive months (i.e., who has had menses at any time in the preceding 24
             consecutive months).

          7. Patients must have signed an informed consent document stating that they understand
             the investigational nature of the proposed treatment.

          8. Patients must have measurable disease using Response Evaluation Criteria in Solid
             Tumors (RECIST). Measurable disease is defined as at least one lesion that can be
             accurately measured in at least one dimension with longest diameter >/= 20 mm using
             conventional techniques or >/= 10 mm with spiral computed tomography (CT) scan.

          9. Patients may not be receiving any other investigational agents, and must not have
             received investigational agents within 15 days of enrollment.

         10. Left ventricular ejection fraction determined by echocardiogram or multigated
             acquisition (MUGA) (cardiac scan) must be 50% or higher.

        Exclusion Criteria:

          1. Uncontrolled intercurrent illness including, but not limited to, ongoing or active
             infection, symptomatic congestive heart failure, unstable angina pectoris, cardiac
             arrhythmia, or psychiatric illness/social situations that would limit compliance with
             study requirements

          2. Prior treatment with any investigational drug within the preceding 15 days

          3. Chronic treatment with systemic steroids or another immunosuppressive agent

          4. Uncontrolled brain or leptomeningeal metastases, including patients who continue to
             require glucocorticoids for brain or leptomeningeal metastases, and patients diagnosed
             with brain mets or leptomeningeal disease (LMD) within 3 months.

          5. Other malignancies within the past 3 years except for adequately treated carcinoma of
             the cervix or basal or squamous cell carcinomas of the skin.

          6. A known history of HIV seropositivity

          7. Impairment of gastrointestinal function or gastrointestinal disease that may
             significantly alter the absorption of RAD001 (e.g., ulcerative disease, uncontrolled
             nausea, vomiting, diarrhea, malabsorption syndrome or small bowel resection)

          8. Patients with an active, bleeding diathesis or on oral anti-vitamin K medication
             (except low dose coumadin)

          9. Patients who have received prior treatment with an mTor inhibitor.

         10. History of noncompliance to medical regimens.

         11. Patients unwilling to or unable to comply with the protocol.

         12. Patients who are receiving any other investigational agents

         13. Patients exhibiting confusion, disorientation, or having a history of major
             psychiatric illness that may impair the understanding of the informed consent.
      "
NCT01491217,unknown status,,1,phase 1/phase 2,"['advanced metastatic gastric cancer', 'recurrent gastric cancer']","[""['G47.13', 'J01.41', 'K11.22', 'K12.0', 'N96', 'F33.8', 'G03.2']""]",['paclitaxel'],['[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\\C=C(C)\\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\\C=C\\C=C\\C=C(C)\\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](OCCO)[C@@H](C1)OC'],"
        Inclusion Criteria:

          1. Patients must histologically or cytologically be diagnosed to have an advanced solid
             cancer. (phaseI)

          2. Advanced/metastatic/recurred gastric cancer(PhaseII)

          3. ECOG performance status ≤ 2

          4. Patients have proper bone marrow, kidney, liver function and patients do not have
             remarkable dysfunction of heart and lung: WBC≥4000/mm3; Platelet ≥100,000/mm3;
             Hemoglobin≥9.0g/dL; ANC≥ 1,500 /mm3; Creatinine ≤ 1.5mg/dL; AST/ALT/ALP ≤ 3 X the
             upper limit of normal; Total bilirubin ≤2.0mg/dL *AST/ALT/ALP ≤ 3 X the upper limit of
             normal but <5 if liver or bone metastasis is present

        Exclusion Criteria:

          1. Patients with blood tumor (ex, leukemia), uncontrolled infectious disease, neurologic
             disorders, metastasis to CNS or ileus (patients requiring non-oral administration of
             anti-biotics to treat active bacterial infection are nor eligible, but patients can
             participate in the trial after complete eradication or control of the infection)

          2. Patients who have received bone marrow transplant or are to receive bone marrow
             transplant.

          3. Patients who had the medical history of atrial or ventricular arrhythmia or congestive
             heart failure or received medical treatment for myocardial infarction within 6 months.
      "
NCT00384969,completed,,1,phase 1,['renal cell carcinoma'],"[""['C22.0', 'C4A.9', 'C7B.1', 'C4A.0', 'C4A.31', 'C4A.51', 'C4A.8']""]",['rad001 and sorafenib'],['CNC(=O)C1=NC=CC(OC2=CC=C(NC(=O)NC3=CC(=C(Cl)C=C3)C(F)(F)F)C=C2)=C1'],"
        Inclusion Criteria:

          1. Histologically- or cytologically-confirmed renal cell carcinoma containing predominant
             (>50%) clear cell histology, which is metastatic or unresectable

          2. Cytoreductive nephrectomy is allowed

          3. Evidence of RECIST-defined measurable disease (lesions that can be accurately measured
             in at least one dimension with the longest diameter ≥ 20mm using conventional
             techniques or ≥10 mm with spiral CT scan)

          4. Male or female at least 21 years old

          5. ECOG performance status 0-1

          6. Adequate bone marrow function:

               1. ANC ≥ 1500/uL

               2. platelet count ≥ 100,000/uL

               3. hemoglobin ≥ 9.0 g/dL

          7. Adequate hepatic function:

               1. Total bilirubin ≤ 1.5 X ULN

               2. AST (SGOT) ≤ 2.5 X ULN

               3. ALT (SGPT) ≤ 2.5 X ULN

          8. Adequate renal function as determined by either:

               1. Calculated or measured creatinine clearance ≥ 40 mL/min (for calculated
                  creatinine clearance, Cockroft-Gault equation will be used) Modified
                  Cockcroft-Gault formula: ((140 - age(yrs)) x (actual weight(kg))) / (72 x serum
                  creatinine(mg/dl))

                  * Multiply by another factor of 0.85 if female

               2. Serum creatinine ≤ 1.5 X ULN

          9. Able to swallow oral medications

         10. Resolution of any pre-existing toxicity from prior therapy to NCI CTCAE V3.0 ≤ grade 1

         11. Signed and dated informed consent document

         12. Willingness and ability to comply with scheduled visits, treatment plans, laboratory
             tests, and other study procedures

         13. More than 28 days since any prior therapy, including investigational agents and
             surgical procedures

        Exclusion Criteria:

          1. Collecting duct, papillary, or chromophobe type renal cell carcinoma without a clear
             cell component are excluded. Transitional cell carcinoma of the renal pelvis is
             excluded

          2. No more than two prior systemic regimens for renal cell carcinoma

          3. Phase I: No prior treatment with sorafenib. Phase II: No prior treatment with prior
             anti-VEGF therapies, including sorafenib, sunitinib, thalidomide, or bevacizumab

          4. No prior treatment with RAD001, CCI-779, or similar agents

          5. Prior surgery, radiation therapy, or systemic therapy for renal cell carcinoma within
             4 weeks of starting study treatment

          6. History of or known brain metastasis, spinal cord compression, or carcinomatous
             meningitis, or new evidence of brain or leptomeningeal disease on screening CT or MRI
             scan

          7. Any of the following within 12 months prior to study drug administration: myocardial
             infarction, unstable or severe angina, coronary or peripheral artery bypass graft,
             NYHA functional Class II, III, IV congestive heart failure, cerebrovascular accident
             or transient ischemic attack, or pulmonary embolism

          8. Hypertension that is unable to be controlled with medications

          9. Known human immunodeficiency virus (HIV) or acquired immune deficiency syndrome
             (AIDS)-related illness

         10. ""Currently active"" second malignancy other than non-melanoma skin cancers. Patients
             are not considered to have a ""currently active"" malignancy if they have completed
             therapy and are considered to have a less than 30% risk of relapse

         11. Current treatment on another clinical trial

         12. Pregnant or breastfeeding

         13. Chronic treatment with systemic steroids or other immunosuppressive agent

         14. Patients with an active bleeding diathesis or on oral vitamin K antagonist medication
             (except low dose warfarin)

         15. History of malabsorption syndrome, disease significantly affecting gastrointestinal
             function or major resection of stomach or small bowel that could interfere with
             absorption, distribution, metabolism, or excretion of study drugs

         16. Any serious and/or unstable pre-existing medical, psychiatric, or other condition
             (including lab abnormalities) that could interfere with subject safety or obtaining
             informed consent. Examples of such include uncontrolled diabetes, nonhealing wound,
             severe infection, severe malnutrition, ventricular arrhythmias, active ischemic heart
             disease, chronic liver or renal disease, or active upper GI tract ulceration -
      "
NCT00719173,completed,,0,phase 1,"['breast cancer', 'nausea and vomiting']","[""['C79.81', 'D24.1', 'D24.2', 'D24.9', 'D49.3', 'C44.501', 'D48.60']"", ""['R11.10', 'R11.12', 'R11.14', 'R11.11', 'K91.0', 'O21.2', 'O21.8']""]","['aprepitant', 'cyclophosphamide']","['[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C', 'ClCCN(CCCl)P1(=O)NCCCO1']","
        DISEASE CHARACTERISTICS:

          -  Diagnosis of breast cancer

          -  Planning to receive cyclophosphamide 600 mg/m²-1,000 mg/m² IV infusion

               -  No cyclophosphamide dose change between courses 1 and 2

        PATIENT CHARACTERISTICS:

          -  Life expectancy ≥ 2 months

          -  ANC ≥ 1,500/μL

          -  Platelet count ≥ 100 x 10^9/L

          -  Hemoglobin ≥ 9.0 g/dL

          -  Serum creatinine ≤ 1.5 mg/dL

          -  AST/ALT ≤ 2 times upper limit of normal

          -  Not pregnant or nursing

          -  No contraindication to aprepitant

        PRIOR CONCURRENT THERAPY:

          -  See Disease Characteristics

          -  No concurrent medications that are CYP3A4 substrates, inhibitors, and/or inducers,
             with the exception of the dexamethasone contained as part of the standard antiemetic
             regimen
      "
NCT00281255,withdrawn,"
    infeasible
  ",0,phase 1/phase 2,"['cardiovascular diseases', 'cardiomyopathy, dilated', 'heart diseases', 'heart failure, congestive']","[""['A52.00', 'A52.09', 'A50.54', 'Z01.810', 'Q87.418', 'Z13.6', 'R94.30']"", ""['I11.0', 'I11.9', 'I27.1', 'I51.9', 'I09.9', 'I27.9', 'I01.8']"", ""['I50.20', 'I50.21', 'I50.22', 'I50.30', 'I50.31', 'I50.32', 'I50.40']""]","['allopurinol', 'dobutamine']","['O=C1N=CN=C2NNC=C12', 'NC[C@H](O)C1=CC(O)=C(O)C=C1']","
        Inclusion Criteria:

          -  Diagnosis of idiopathic cardiomyopathy (defined by an ejection fraction less than or
             equal to 35% that has been assessed by any method within 6 months prior to study entry
             AND no evidence of coronary artery disease, as determined by coronary angiography or
             stress perfusion imaging within 2 years prior to study entry)

          -  New York Heart Association (NYHA) Class I - II heart failure

          -  Stable heart failure medication for at least 1 month prior to study entry

          -  Able to lie flat for 45 minutes

        Exclusion Criteria:

          -  History of poorly controlled hypertension and concentric left ventricular hypertrophy
             on echocardiography suggesting hypertensive cardiomyopathy

          -  History of biopsy-proven myocarditis

          -  Peripartum cardiomyopathy

          -  Allopurinol therapy within the 6 months prior to study entry

          -  Allopurinol allergy

          -  Contraindication to allopurinol because of concomitant therapy with one of the
             following: azathioprine, cyclophosphamide, dicumarol, uricosuric agents (e.g.,
             probenecid), ampicillin, amoxicillin, chlorpropamide, or cyclosporine

          -  Acute gout

          -  Estimated creatinine clearance less than 20 ml/min

          -  Total bilirubin greater than 2 times upper limit of normal

          -  Serum aspartate AST or alanine ALT greater than 3 times the upper limit of normal

          -  White blood cell count less than 2,000

          -  Platelet count less than 80,000

          -  Hemoglobin less than 8 mg/dl

          -  Use of intravenous inotropes

          -  History of untreated symptomatic ventricular tachycardia

          -  History of sustained ventricular tachycardia induced by dobutamine

          -  Contraindication to MRI because of one of the following:

               1. Starr-Edwards pre-6000 series prosthetic valves or prosthetic valves for which
                  model can not be determined

               2. Implanted pacemaker

               3. Implanted cardioverter-defibrillator intracranial aneurysm clips

               4. Other implanted medical devices that are known to be MRI incompatible (e.g.,
                  cochlear implants and spinal stimulators)

               5. History of foundry-work that could create ocular metallic fragments

          -  Hospitalization at least 1 month prior to study entry
      "
NCT01155713,completed,,1,phase 1,"['neoplasm', 'cancer', 'tumors']","[""['C05.2', 'C10.0', 'C16.0', 'C16.4', 'C17.0', 'C17.1', 'C17.2']"", ""['E88.3', 'R97.8', 'C49.A0', 'C49.A1', 'C49.A2', 'C49.A5', 'C49.A3']""]",['tki258'],['CN1CCN(CC1)C1=CC=C2N=C(NC2=C1)C1=C(N)C2=C(NC1=O)C=CC=C2F'],"
        Inclusion Criteria:

          -  Patients with an advanced solid tumor which has progressed despite standard therapy,
             or for which no standard therapy exists

          -  World Health Organization (WHO) performance status ≤ 2

          -  Patient must meet protocol-specified laboratory values

        Exclusion Criteria:

          -  Patients with brain cancer

          -  Patients who have concurrent severe and/or uncontrolled medical conditions which could
             compromise participation in the study

          -  Patients who have not recovered from previous anti-cancer therapies

          -  Female patients who are pregnant, breast feeding, or not willing to use an effective
             method of birth control

        Other protocol-defined inclusion/exclusion criteria may apply
      "
NCT00556023,completed,,1,phase 1,['pancreatic cancer'],"[""['C25.3']""]","['cp-675,206 and gemcitabine']",['NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F'],"
        Inclusion Criteria:

          -  Patients with metastatic pancreatic cancer

          -  Patient must have adequate bone marrow, liver and kidney function

          -  Patient must have an Eastern Cooperative Oncology Group (ECOG) performance score of 0
             or 1

          -  Chemotherapy naive

          -  Inoperable pancreatic cancer

        Exclusion Criteria:

          -  Patient must not have received prior systemic therapy for pancreatic cancer

          -  Patient must not have previously received anti-CTLA4 therapy

          -  History of chronic inflammatory or autoimmune disease
      "
NCT01723735,completed,,1,phase 1,['hypercholesterolemia'],"[""['E78.01', 'E78.00', 'Z83.42']""]","['alirocumab', 'ezetimibe', 'ezetimibe placebo', 'fenofibrate']","['CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1', 'CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1', 'CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1']","
        Inclusion criteria :

          -  Healthy male /or female subjects,

          -  aged 18 to 65 years old,

          -  with LDL-C > 130 mg/dL

          -  not receiving lipid lowering therapy.

        Exclusion criteria:

          -  Healthy subjects with history or presence of clinically relevant illness.

          -  Subjects currently taking statins, ezetimibe or fenofibrate.

          -  The above information is not intended to contain all considerations relevant to a
             patient's potential participation in a clinical trial.
      "
NCT00115635,completed,,1,phase 1/phase 2,['prostate cancer'],"[""['C61', 'D29.1', 'D40.0', 'Z15.03', 'Z80.42', 'Z85.46', 'Z12.5']""]","['docetaxel', 'gemcitabine']","['[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1', '[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1']","
        Inclusion Criteria:

          -  Histologically verified adenocarcinoma of the prostate.

          -  Hormone refractory prostate cancer (HRPC) defined as progression during previous
             anti-hormone treatment. Patients must have been off previous anti-androgen therapy for
             more than 4 weeks.

          -  Stage IV disease (verified by imaging or clinical examination).

          -  PSA > 10 microgram/l.

          -  PSA progression defined as a > 25% increase between two independent measurements
             performed with a 1-month interval or more after discontinuation of anti-androgen
             treatment.

          -  Castrate level of testosterone (< 50 ng).

          -  No previous oestrogen or steroid as metastatic prostate cancer treatment.

          -  Satisfactory hepatic function in the form of total bilirubin ≤ UNL (upper normal
             limit), ASAT/ALAT ≤ 2.5 x UNL, alkaline phosphatase ≤ 5 x UNL.

          -  Satisfactory renal function, defined as serum creatinine ≤ 1.5 x UNL.

          -  Satisfactory haematologic function defined as ANC >1.5 x 10^9/l, leucocytes >3.0 x
             10^9/l, thrombocytes ≥ 100 x 10^9/l, haemoglobin > 7 mmol/l

          -  ECOG performance status ≤ 2.

          -  Life expectancy > 3 months.

          -  Patient must be able to adhere to protocol requirements.

          -  Written informed consent.

          -  > 18 years of age.

        Exclusion Criteria:

          -  Previous prostate cancer treatment with oestrogens or steroid hormones.

          -  Previous chemotherapy.

          -  Previous treatment with systemic radioactive isotopes.

          -  Bisphosphonate treatment (concomitant).

          -  Radiation therapy covering more than 25% of the bone marrow producing area.

          -  Other serious coincidental and/or concomitant medical condition.

          -  Symptomatic cerebral metastases.

          -  Other previous or current malignant disease, excluding *adequately treated and cured
             planocellular skin carcinoma; or *other cancer assessed to carry minimal risk of
             recurrence.

          -  ECOG performance status > 2.
      "
NCT01038674,completed,,1,phase 1,"['inflammation', 'rheumatoid arthritis']","[""['H01.9', 'H30.93', 'H05.00', 'H30.003', 'H30.013', 'H30.033', 'H30.103']"", ""['M06.9', 'M05.9', 'M06.08', 'M06.00', 'M06.011', 'M06.012', 'M06.019']""]","['anti-il-20', 'placebo']",['CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O'],"
        Inclusion Criteria:

          -  Informed consent obtained before any trial-related activities

          -  A diagnosis of rheumatoid arthritis made at least 3 months prior to screening

          -  Active rheumatoid arthritis, characterised by a DAS28 equal or above 3.2

          -  Methotrexate treatment (stable dose, equal or below 25 mg/week) for at least 4 weeks
             prior to study start (subjects receiving stable doses of oral corticosteroids, and/or
             non-steroidal anti-inflammatory drugs and/or acetaminophen and/or opioids according to
             prescribed recommended doses can be included)

          -  Male subjects and female subjects of non-child bearing potential

        Exclusion Criteria:

          -  Body mass index (BMI) less than 18.5 or above 35.0 kg/m2

          -  Subjects with chronic inflammatory autoimmune disease other than rheumatoid arthritis

          -  History of or current inflammatory joint disease other than rheumatoid arthritis

          -  Chronic or ongoing infectious disease requiring systemic anti-infectious treatment
             within 2 weeks prior to study start

          -  Past or current malignancy (as judged by the investigator)

          -  Clinically significant cardiac or cardiovascular disease

          -  Positive for human immunodeficiency virus (HIV), hepatitis or tuberculosis

          -  Blood donation or blood loss of more than 0.45L within 2 months prior to study start,
             or longer if required by local regulations

          -  Breast-feeding women
      "
