sponsor,approval_rate,total
CuraVac,0.0,2
RSPR Pharma AB,0.5,2
Onze Lieve Vrouw Hospital,0.0,2
Michael Choi,0.0,2
University of Ioannina,0.5,2
Zhaoke (Guangzhou) Ophthalmology Pharmaceutical Ltd.,0.0,2
Genesis Pharma S.A.,0.0,2
Cinfa Biotech,1.0,2
Palobiofarma SL,0.0,2
Fundación para la Investigación del Hospital Clínico de Valencia,0.0,2
Stem Cells Arabia,0.0,2
"Henlix, Inc",0.0,2
Tetra Discovery Partners,1.0,2
"Radius Pharmaceuticals, Inc.",0.0,2
KBP Biosciences,0.5,2
Changi General Hospital,0.5,2
Panacela Labs LLC,0.0,2
Yisheng Biopharma (Singapore) Pte. Ltd.,1.0,2
Universidade Federal de Santa Catarina,0.0,2
Tufts University,0.0,2
Sequential Medicine Ltd,0.5,2
South China Research Center for Stem Cell and Regenerative Medicine,0.0,2
Save the Children,0.0,2
LMC Diabetes & Endocrinology Ltd.,0.5,2
"Zogenix International Limited, Inc., a subsidiary of Zogenix, Inc.",1.0,2
Genmedica Therapeutics S.L.,0.0,2
University of Pavia,0.5,2
Vifor Fresenius Medical Care Renal Pharma,0.0,2
"Cancer Institute and Hospital, Chinese Academy of Medical Sciences",0.5,2
"Sinovac (Dalian) Vaccine Technology Co., Ltd.",0.5,2
Children's Hospital Zagreb,0.0,2
Kidney Cancer Research Bureau,0.5,2
Medivir,0.5,2
Tissue Tech Inc.,0.5,2
Food and Drug Administration (FDA),0.0,2
"Richard Bedlack, M.D., Ph.D.",0.0,2
Institute for Clinical and Experimental Medicine,1.0,2
Dance Biopharm Inc.,0.5,2
"Mid-Atlantic Epilepsy and Sleep Center, LLC",0.0,2
NewVac LLC,1.0,2
Shanghai East Hospital,0.0,2
Istituto Clinico Humanitas,0.0,2
"Allakos, Inc.",0.5,2
Henan Cancer Hospital,0.5,2
Saniona,1.0,2
"Instituto Valenciano de Infertilidad, IVI VALENCIA",0.5,2
"PersonGen BioTherapeutics (Suzhou) Co., Ltd.",0.5,2
Hangzhou Cancer Hospital,1.0,2
University of Lausanne Hospitals,0.5,2
"Teresa Helsten, MD",0.0,2
"ReveraGen BioPharma, Inc.",0.5,2
"Cocrystal Pharma, Inc.",1.0,2
"PellePharm, Inc.",0.5,2
"RTOG Foundation, Inc.",0.0,2
Tracey McLaughlin,0.0,2
South Valley University,0.0,2
Viela Bio,0.0,2
Ascendis Pharma Endocrinology Division A/S,1.0,2
GeNeuro SA,0.0,2
Tel Aviv University,0.0,2
"Christopher Connors, MD",0.5,2
Shin Poong Pharmaceutical Co. Ltd.,1.0,2
"Bird Rock Bio, Inc.",0.0,2
Hybrigenics Corporation,0.0,2
Symic OA Co.,0.5,2
Policlinico Hospital,0.0,2
VBI Vaccines Inc.,1.0,2
Yaounde Central Hospital,0.5,2
Wonkwang University Hospital,0.0,2
Axio Biosolutions Pvt. Ltd.,0.0,2
The First People's Hospital of Lianyungang,0.0,2
Chung Shan Medical University,0.0,2
University Hospital of Ferrara,0.0,2
Valbiotis,1.0,2
Beijing Chaoyang District Centre for Disease Control and Prevention,0.0,2
Reproductive & Genetic Hospital of CITIC-Xiangya,0.0,2
Natural Immune Systems Inc,0.0,2
Shanghai First Maternity and Infant Hospital,0.0,2
Kyung Hee University Hospital at Gangdong,0.5,2
Cognition Therapeutics,0.5,2
MetrioPharm AG,1.0,2
International Peace Maternity and Child Health Hospital,0.0,2
"OcuTerra Therapeutics, Inc.",1.0,2
Da Volterra,0.0,2
Incyte Biosciences International Sàrl,0.0,2
"Kite, A Gilead Company",0.0,2
Alice Ho Miu Ling Nethersole Hospital,0.5,2
Autifony Therapeutics Limited,0.5,2
Collegium Medicum w Bydgoszczy,0.5,2
"Bonti, Inc.",0.5,2
Sven O. Skouby,0.0,2
Shanghai Chest Hospital,0.0,2
Instituto Mexicano del Seguro Social,0.0,2
Uijeongbu St. Mary Hospital,0.5,2
Entasis Therapeutics,1.0,2
Biosearch S.A.,0.5,2
Jaseng Medical Foundation,0.0,2
Umeå University,0.0,2
Nearmedic Plus LLC,0.0,2
Prollenium Medical Technologies Inc.,1.0,2
Pantec Biosolutions AG,0.0,2
Nerre Therapeutics Ltd.,0.5,2
Eurocine Vaccines AB,0.0,2
OncoSil Medical Limited,1.0,2
"DFB Soria, LLC",0.0,2
Universidad de Guanajuato,0.0,2
"Annexon, Inc.",1.0,2
Prestige Biopharma Limited,0.5,2
Bakirkoy Dr. Sadi Konuk Research and Training Hospital,0.5,2
Sally E. Wenzel MD,0.0,2
"Raymond T. Chung, MD",0.0,2
Azienda Ospedaliero-Universitaria di Parma,0.5,2
Pirogov Russian National Research Medical University,0.0,2
Bioniz Therapeutics,0.5,2
Myovant Sciences GmbH,1.0,2
"Hunan Kelun Pharmaceutical Co., Ltd.",0.0,2
Jules Desmeules,0.0,2
"PegBio Co., Ltd.",1.0,2
Zydus Therapeutics Inc.,0.5,2
Biointegrator LLC,0.0,2
Al Jedaani Hospital,0.5,2
"DeviceFarm, Inc.",0.0,2
Hospital General Universitario Elche,1.0,2
University of Electronic Science and Technology of China,0.0,2
"ISU Abxis Co., Ltd.",0.5,2
"Bangabandhu Sheikh Mujib Medical University, Dhaka, Bangladesh",0.0,2
Taisho Pharmaceutical R&D Inc.,0.5,2
ASIT Biotech S.A.,0.5,2
University Hospital of Cologne,0.5,2
William Coryell,0.0,2
pH Pharma,0.5,2
Ankara University,0.0,2
"NanoCarrier Co., Ltd.",0.0,2
"Tiziana Life Sciences, PLC",0.5,2
Hepa C,0.5,2
Tabriz University of Medical Sciences,0.5,2
Diamant Thaci,0.0,2
Second Affiliated Hospital of Xi'an Jiaotong University,0.0,2
"Aldeyra Therapeutics, Inc.",1.0,2
Ibn Sina Hospital,0.0,2
"Qilu Pharmaceutical Co., Ltd.",0.5,2
GeNeuro Australia PTY Ltd,1.0,2
Trinity Hypertension & Metabolic Research Institute,0.0,2
Eslam Ayman Mohamed Shawki,0.0,2
"Pei-Yuan Lee, MD",0.0,2
ShangHai Ji Ai Genetics & IVF Institute,0.5,2
Groupe Hospitalier Pitie-Salpetriere,1.0,2
Hvivo,0.5,2
Spruce Biosciences,1.0,2
"Corium, Inc.",0.0,2
University of Maryland,0.0,2
"KemPharm, Inc.",0.5,2
Bursa Yüksek İhtisas Education and Research Hospital,1.0,2
Kristian Karstoft,0.0,2
Sienna Biopharmaceuticals,0.0,2
Eirion Therapeutics Inc.,0.0,2
Feng Xia,0.0,2
Aalborg University,0.0,2
Innovacion y Desarrollo de Estrategias en Salud,0.0,2
Integrative Research Laboratories AB,0.5,2
Algemeen Ziekenhuis Maria Middelares,0.0,2
Clinision,0.0,2
Universidade Federal de Pernambuco,0.5,2
Pulmocide Ltd,0.0,2
Sherief Abd-Elsalam,1.0,2
"Arcutis Biotherapeutics, Inc.",0.5,2
Shengjing Hospital,0.0,2
"CalciMedica, Inc.",0.0,2
"Kawin Technology Share-holding Co., Ltd.",0.0,2
River Pharma S.r.l.,0.5,2
University of Nove de Julho,0.0,2
PHARMENTERPRISES LLC,0.0,2
PTS International Inc.,0.0,2
"Velicept Therapeutics, Inc.",0.5,2
Derince Training and Research Hospital,0.0,2
"Fondazione G.B. Bietti, IRCCS",0.5,2
Beijing Tongren Hospital,0.0,2
Merete Haedersdal,0.0,2
ART Fertility Clinics LLC,0.0,2
Bozyaka Training and Research Hospital,0.0,2
GEIGY Pharmaceuticals,1.0,1
"William Gahl, M.D.",0.0,1
Jack Yanovski,1.0,1
Grupo Oncologico Cooperativo del Sur,0.0,1
"ILEX Oncology Services, Incorporated",0.0,1
Alfacell,1.0,1
Oncotech,0.0,1
Lymphoma Trials Office,0.0,1
Scottish Cancer Therapy Network,0.0,1
Regional Oncologic Center,0.0,1
Scotland and Newcastle Lymphoma Group,0.0,1
Systemix,0.0,1
German Hodgkin's Lymphoma Study Group,0.0,1
Incara Pharmaceuticals,0.0,1
FeRx,0.0,1
MidAmerica Neuroscience Research Foundation at Rowe Neurology Institute,0.0,1
Genelabs Technologies,0.0,1
ICOS Corporation,0.0,1
Theradex,0.0,1
"National Medical Research Council (NMRC), Singapore",0.0,1
Anosys,0.0,1
Northwest Biotherapeutics,0.0,1
Tulane University,1.0,1
European Working Group of MDS in Childhood,0.0,1
Nitromed,1.0,1
Orphan Medical,1.0,1
Endovasc,0.0,1
University Hospitals Seidman Cancer Center,0.0,1
"Paula Silverman, MD",1.0,1
"DeveloGen Israel, Ltd.",0.0,1
Paul Rufo,0.0,1
Cornell University,0.0,1
"Sharma, Kumar, M.D.",1.0,1
GOG Foundation,0.0,1
Laura Schanberg,0.0,1
Queen's Medical Center,0.0,1
University of Sheffield,0.0,1
Daiichi Pharmaceuticals,0.0,1
"Eleos, Inc.",1.0,1
Corixa Corporation,0.0,1
National Naval Medical Center,0.0,1
Robert H. Lurie Cancer Center,0.0,1
Zivena,0.0,1
Xenova Biomedix,0.0,1
Therion Biologics Corporation,0.0,1
"Martin, Paul",0.0,1
Corautus Genetics,0.0,1
Biovest International,0.0,1
Wiseman Research Initiatives LLC,0.0,1
CIPRA SA,0.0,1
Advancis Pharmaceutical Corporation,0.0,1
MetaPhore Pharmaceuticals,0.0,1
Light Sciences LLC,0.0,1
VaxGen,1.0,1
"Kawut, Steven, MD",0.0,1
City Hospitals Sunderland NHS Foundation Trust,0.0,1
Simon Hall,0.0,1
PediaMed Pharmaceuticals,0.0,1
John Sundy,1.0,1
Arginox Pharmaceuticals,0.0,1
Orphan Australia,0.0,1
"Arribas, Jose R., M.D.",1.0,1
Universitätsmedizin Mannheim,1.0,1
Boneca Corporation,0.0,1
"Bennett, Robert, M.D.",0.0,1
Federal University of Rio Grande do Sul,1.0,1
Axio Research. LLC,0.0,1
Cytogen Corporation,1.0,1
"Robert Pass, MD",1.0,1
Advanced Viral Research Corp,0.0,1
"Amit, Patel N, M.D.",0.0,1
Kanisa Pharmaceuticals,0.0,1
"Psychiatric Hospital, Hillerod",0.0,1
"Joselyn Cerezo, MD",1.0,1
Morton Plant Mease Health Care,0.0,1
Line Cleemann,0.0,1
"Seiji Umemoto, M.D., Ph.D.",0.0,1
PAMI Coordinating Center,0.0,1
CIHR Canadian HIV Trials Network,1.0,1
"Pasi A. Janne, MD, PhD",0.0,1
"Heartcenter, University Medical Center St. Radboud",1.0,1
Toronto Rehabilitation Institute,0.0,1
EUROSPK Study Group,1.0,1
"David M. Brizel, MD",0.0,1
Institut de Médecine et d'Epidémiologie Appliquée - Fondation Internationale Léon M'Ba,0.0,1
"Michael Mauer, MD",0.0,1
Mylan Bertek Pharmaceuticals,0.0,1
German Parkinson Study Group (GPS),0.0,1
University of Oslo School of Pharmacy,0.0,1
American Lung Association Asthma Clinical Research Centers,0.0,1
"Eric Winer, MD",0.0,1
Centre For International Health,0.0,1
Kyoto Prefectural University of Medicine,1.0,1
St. John Providence Health System,0.0,1
UCB PHARMA Inc. (US),0.0,1
Johane Allard,0.0,1
Kronos Longevity Research Institute,0.0,1
Arbeitsgruppe Lebermetastasen und Tumoren,0.0,1
Miravant Pharmaceuticals,0.0,1
Northern State Medical University,0.0,1
Ontario Neurotrauma Foundation,0.0,1
Otsuka America Pharmaceutical,1.0,1
SRI International,1.0,1
Baker Heart Research Institute,1.0,1
"Joel Thompson, PhD",0.0,1
Deborah Gentile,0.0,1
Arteriogenesis Competence Network,0.0,1
Sudeep Gupta,0.0,1
Centre Henri Becquerel,1.0,1
"Children's Memorial Health Institute, Poland",1.0,1
Future Products Management,0.0,1
German AML Cooperative Group,0.0,1
MEDEX,0.0,1
Rasim Gucalp,0.0,1
Norwegian Breast Cancer Group,0.0,1
Kari Kendra,0.0,1
International Breast Cancer Research Foundation,0.0,1
"Jean M. Tersak, M.D.",0.0,1
Uniwersytet Mikolaja Kopernika w Toruniu,0.0,1
Glaser Pediatric Research Network,0.0,1
"Brooklyn ImmunoTherapeutics, LLC",1.0,1
Memorial Hospital of Rhode Island,0.0,1
New York Presbyterian Hospital,0.0,1
"Ortho-McNeil Neurologics, Inc.",0.0,1
"ID Biomedical Corporation, Quebec",0.0,1
Indian Council of Medical Research,0.0,1
"Technion, Israel Institute of Technology",1.0,1
Foundation for Biomedical Research and Innovation,0.0,1
Mark Frye,0.0,1
Douglas Trask,0.0,1
Abdenour Nabid,1.0,1
The Interuniversity Cardiology Institute of the Netherlands,1.0,1
MTmedical Institute of Health,0.0,1
Gary Schwartz,0.0,1
"Ministry of Health, Labour and Welfare, Japan",0.0,1
Dermatologic Cooperative Oncology Group,0.0,1
Parkinson's Disease and Movement Disorders Center,0.0,1
Rikshospitalet University Hospital,0.0,1
Japanese Gynecologic Oncology Group,1.0,1
Scott Palmer,1.0,1
Robert Morris,0.0,1
"Sharon Lynch, MD",0.0,1
"Ekberg, Henrik, M.D.",1.0,1
Mark H. Einstein,0.0,1
Providence Multiple Sclerosis Center,0.0,1
Dan Lubman,0.0,1
Ponce Gastroenterology Research,0.0,1
The Parkinson Study Group,1.0,1
Ralph H. Johnson VA Medical Center,1.0,1
Rheumazentrum Ruhrgebiet,0.0,1
Symbollon Pharmaceuticals,0.0,1
"Ministry of Health, Malaysia",0.0,1
Bernstein Clinical Research Center,0.0,1
Ali Altunkaya,0.0,1
Pain and Analgesia Imaging and Neuroscience Group,0.0,1
Schiffler Cancer Center,0.0,1
Northeastern Ohio Universities College of Medicine,0.0,1
Octagen Corporation,1.0,1
"Lampiris, Harry W., M.D.",0.0,1
pSiVida Limited,0.0,1
Zeneus Pharma,1.0,1
VSM Geneesmiddelen b.v.,0.0,1
Trial Form Support S.L.,0.0,1
Mood Disorders Center of Ottawa,1.0,1
Okayama University,0.0,1
Northwestern Ophthalmic Institute S.C.,1.0,1
Innovive Pharmaceuticals,0.0,1
Replidyne,0.0,1
"Rita Sanghvi, Mehta",1.0,1
Sai-Hong Ignatius Ou,0.0,1
Dennis Charney,0.0,1
Prostrakan Pharmaceuticals,1.0,1
Competence Network for Congenital Heart Defects,1.0,1
Marc Rothenberg,0.0,1
Mohan Suntharalingam,1.0,1
Society for Applied Studies,0.0,1
Winnipeg Regional Health Authority,1.0,1
"Xanthus Pharmaceuticals, Inc.",1.0,1
David Peereboom,0.0,1
"Rajesh Pahwa, MD",1.0,1
"Traditional Alternative Medicine Research, India",0.0,1
Merit Cudkowicz,0.0,1
Gesellschaft fur Padiatrische Onkologie und Hamatologie - Germany,0.0,1
M.V. Hospital for Diabetes,1.0,1
Children's Hospital of The King's Daughters,0.0,1
Genaissance Pharmaceuticals,1.0,1
"Ariston Pharmaceuticals, Inc.",0.0,1
Loewenstein Hospital,0.0,1
R&D Cardiologie,0.0,1
Angiotech Pharmaceuticals,1.0,1
Drug Commission of the German Medical Association,0.0,1
MANTA 1 Study Italian Collaborative Group,0.0,1
Sociedad Andaluza de Trasplantes de Organos y Tejidos,0.0,1
1st Hospital of Social Security Services,1.0,1
Goupe d'Etudes et de Recherche Clinique En Rhumatologie,1.0,1
Probiomics Ltd,0.0,1
Sopherion Therapeutics,0.0,1
Digestive & Liver Disease Specialists,1.0,1
Rheumatism Foundation Hospital,0.0,1
Newark Beth Israel Medical Center,1.0,1
Monarch Medical Research,0.0,1
University of Hamburg-Eppendorf,1.0,1
Biopure Corporation,0.0,1
Min-Sheng General Hospital,0.0,1
Klinik für Kinder- und Jugendmedizin,1.0,1
Tamra Dukatz,0.0,1
Steadman Hawkins Research Foundation,1.0,1
Rodolfo Alejandro,0.0,1
European Inter-group Cooperation on Childhood and Adolescent Non Hodgkin Lymphoma,0.0,1
Marina Klein,0.0,1
Azienda Sanitaria Ospedaliera,0.0,1
Craig Hospital,0.0,1
San Diego Hospice & Palliative Care,0.0,1
"Mary-Ellen Taplin, MD",0.0,1
"NITROX, LLC",0.0,1
"CTI-1, LLC",1.0,1
Napp Pharmaceuticals Limited,1.0,1
Prof. Serge Leyvraz,1.0,1
University Hospital Erlangen,1.0,1
German Research Foundation,0.0,1
Fibrex Medical Research & Development GmbH,0.0,1
Central European Leukemia Study Group,0.0,1
Capital Vision Research Trust,0.0,1
Valen Labs,0.0,1
"Afshan B. Hameed, M.D.",0.0,1
Ophthalmic PDT Study Group,1.0,1
PAION Deutschland GmbH,0.0,1
BioWest Therapeutics Inc,0.0,1
"Tuberculosis Research Centre, India",0.0,1
The Alvin and Lois Lapidus Cancer Institute,0.0,1
"Association Nationale pour les Traitements A Domicile, les Innovations et la Recherche",0.0,1
Interdisziplinare Arbeitsgruppe Gastrointestinaler Tumore der Deutschen Krebsgesellschaft,0.0,1
Immune Control,0.0,1
Tawam Hospital,0.0,1
Istituto Giannina Gaslini,0.0,1
Májbetegekért Alapítvány,0.0,1
"Herbert J. Zeh, III MD, FACS",1.0,1
Roll International Corporation,0.0,1
Yokohama City University,0.0,1
Unidad Integral de Investigación en Oncología S.L.,0.0,1
pSiMedica Limited,1.0,1
"Brown, Todd, M.D., Ph.D.",1.0,1
"Leland Graves III, MD",0.0,1
Benesis Corporation,0.0,1
Virginia Mason Hospital/Medical Center,0.0,1
PowderMed,1.0,1
Annette Langseder,0.0,1
Validus Pharmaceuticals,1.0,1
FGK Clinical Research GmbH,1.0,1
Mikkael Sekeres MD,1.0,1
David Adelstein,0.0,1
Aaron Chen,0.0,1
"VGX Pharmaceuticals, LLC",0.0,1
deCODE genetics,0.0,1
University of Lisbon,0.0,1
University of Pisa,0.0,1
A.O. Ospedale Papa Giovanni XXIII,0.0,1
Gruppo Italiano Terapie Innovative nei Linfomi,1.0,1
Azienda Ospedaliera San Giovanni Battista,0.0,1
Hunter-Fleming Ltd,1.0,1
Joseph Broderick,0.0,1
Medical Center Haaglanden,1.0,1
Toronto Sunnybrook Regional Cancer Centre,0.0,1
Sherry Chow,0.0,1
Keio University,0.0,1
Prof. Dr. Andreas Engert,0.0,1
American Institute for Voice and Ear Research,0.0,1
Harvey S. Singer,1.0,1
East Kent Hospitals University NHS Foundation Trust,0.0,1
Hunter and New England Health,0.0,1
Rene Rizzoli,1.0,1
QuatRx Pharmaceuticals Company,1.0,1
Nina la Cour Freiesleben,1.0,1
Gruppo di Ricerca GISSI,0.0,1
Scandinavian Prostate Cancer Group,1.0,1
Laurence J.C. van Warmerdam,0.0,1
"Larry Cripe, MD",0.0,1
Italian Society of Nephrology,0.0,1
"Abeona Therapeutics, Inc",0.0,1
Mucosal Therapeutics,0.0,1
Virionyx Corporation Limited,0.0,1
"Myriad Therapeutics, Inc.",0.0,1
Rocky Mountain Retina Consultants,1.0,1
Michael Prados,0.0,1
"Bellos, Nicholaos C., M.D.",0.0,1
Meander Medical Center,0.0,1
International Antiviral Therapy Evaluation Center,1.0,1
Colleen Stockdale,0.0,1
St. Erik Eye Hospital,0.0,1
Bay Area Retina Associates,0.0,1
MultiGene Vascular Systems Ltd.,1.0,1
Charlottesville Neuroscience,0.0,1
"Lesley A. Allen, Ph.D.",0.0,1
Norton Community Hospital,0.0,1
Centro Superior de Investigación en Salud Publica,1.0,1
Cabrini Medical Centre,1.0,1
Hebrew University of Jerusalem,1.0,1
Michael Dean,0.0,1
Clinvest,0.0,1
James J. Peters Veterans Affairs Medical Center,0.0,1
Neurognostics,0.0,1
Spanish National Health System,1.0,1
Research Consult GmbH,0.0,1
"David Haines, MD",0.0,1
"Donald C. Goff, MD",0.0,1
AORTICA Group,0.0,1
Wolfgang Hilbe,0.0,1
Reproductive Partners Medical Group,0.0,1
Silvio Aime,0.0,1
Jordan Hospital,0.0,1
Leiden University,0.0,1
Cosmeta,1.0,1
Georgia Center for Oncology Research & Education,1.0,1
TheraVitae Ltd.,0.0,1
R&R Inc.,0.0,1
Fred Lublin,0.0,1
London North West Healthcare NHS Trust,0.0,1
"University Hospital, Aker",0.0,1
Allon Therapeutics,1.0,1
"Gaylis, Norman B., M.D.",0.0,1
"Marc Rothenberg, MD",1.0,1
Frank Tu,0.0,1
Bhuvaneswari Ramaswamy,0.0,1
Anna Tsakiri,0.0,1
Orphanetics Pharma Entwicklungs GmbH,0.0,1
Christine Mauz-Körholz,0.0,1
Southern Italy Cooperative Oncology Group,0.0,1
Japan Breast Cancer Research Network,0.0,1
CBA Research,0.0,1
Royal Free Hampstead NHS Trust,0.0,1
"Interstitial Lung Disease Study Group, Korea",0.0,1
Resistentia Pharmaceuticals AB,0.0,1
Triemli Hospital,0.0,1
Advanced Glaucoma Specialists,0.0,1
"Philip J. ferrone, M.D.",1.0,1
Olivier F. Bertrand,0.0,1
Sanquin Research & Blood Bank Divisions,0.0,1
VeroScience,0.0,1
Advocate Hospital System,0.0,1
Tanox,0.0,1
Grupo de Investigación Clínica en Oncología Radioterapia,0.0,1
CherryPharm,1.0,1
Parkinson's Disease and Movement Disorder Center of Boca Raton,1.0,1
Hospital Avicenne,0.0,1
Pevion Biotech Ltd,0.0,1
Chirag Sandesara,0.0,1
Children's Heart Center,0.0,1
Hospital Militar del General Luis Felipe Brieba Aran,0.0,1
Professor David Cunningham,0.0,1
Bayhill Therapeutics,1.0,1
"Valeritas, Inc.",0.0,1
COLM Study Research Organization,1.0,1
Udo Sechtem,0.0,1
Cura Biotech LLC,0.0,1
Institute for Health Outcomes and Process Evaluation Reseach,0.0,1
Diabetes Care Center,1.0,1
Bronx Psychiatric Center,1.0,1
Leeds Cancer Centre at St. James's University Hospital,1.0,1
St. Paul Heart Clinic,0.0,1
Atlanta VA Medical Center,0.0,1
Peter Kozuch,0.0,1
Ceragenix Pharmaceuticals,1.0,1
Institute for Human Reproduction (IHR),1.0,1
Elizabeth Ralevski,0.0,1
Nordfjord Psychiatric Centre,0.0,1
Daniel Stephan Engeler,0.0,1
Grupo Gallego de Cancer de Pulmon,1.0,1
Office of Rare Diseases (ORD),1.0,1
National Human Genome Research Institute (NHGRI),0.0,1
Retina Research Foundation,0.0,1
BioMS Technology Corp.,0.0,1
Northern Therapeutics,1.0,1
Gamida Cell -Teva Joint Venture Ltd.,1.0,1
Axcan Pharma,1.0,1
Institute for Neurodegenerative Disorders,0.0,1
The Korean Society of Hematopoietic Stem Cell Transplantation,1.0,1
African Poverty Related Infection Oriented Research Initiative,0.0,1
DARA Therapeutics,1.0,1
Joseph Roscoe,1.0,1
IKFE Institute for Clinical Research and Development,1.0,1
Korea Otsuka International Asia Arab,1.0,1
Othera Pharmaceuticals,0.0,1
Movetis,1.0,1
Dr. Milan Gupta,1.0,1
University of Tartu,1.0,1
"Artisan Pharma, Inc.",1.0,1
Quynh-Thu Le,0.0,1
Ronald Levy,0.0,1
Tissue Repair Company,1.0,1
Nventa Biopharmaceuticals Corporation,1.0,1
"C. Clay Cothren, MD",0.0,1
Maxygen Holdings Ltd.,1.0,1
University Diabetes & Endocrine Consultants,1.0,1
Austrian South Oncology Group,1.0,1
Azienda Ospedaliera di Padova,0.0,1
"PriCara, Unit of Ortho-McNeil, Inc.",1.0,1
"Eastern Network of Cancer Immunological Therapy, Japan",0.0,1
Koronis Pharmaceuticals.,1.0,1
CABYC,0.0,1
Archemix Corp.,0.0,1
ClinAssess,1.0,1
"Klaus Herfarth, MD",1.0,1
Gruppo Italiano Multiregionale per lo studio dei Linfomi e delle Leucemie,1.0,1
TargeGen,0.0,1
"Asterias Biotherapeutics, Inc.",1.0,1
Affectis Pharmaceuticals AG,1.0,1
"Multicenter Clinical Study Group of Osaka, Colorectal Cancer Treatment Group",0.0,1
Nizar Zein,0.0,1
David O'Malley,0.0,1
Corporacion Ecuatoriana de Biotecnologia,0.0,1
Konasale Prasad,0.0,1
Targanta Therapeutics Corporation,1.0,1
Solstice Neurosciences,1.0,1
Invitrox,1.0,1
Rheoscience A/S,1.0,1
Charing Cross Hospital,0.0,1
Bioven Sdn. Bhd.,0.0,1
Aptium Oncology Research Network,1.0,1
"Health Enhancement Products, Inc.",0.0,1
Elixir Pharmaceuticals,1.0,1
Altea Therapeutics,0.0,1
ZonMw: The Netherlands Organisation for Health Research and Development,1.0,1
Showa Inan General Hospital,0.0,1
AAADRS Clinical Research Center,0.0,1
Arrow Therapeutics,0.0,1
Jan Vaclavík,1.0,1
Suleiman Massarweh,0.0,1
OxyPharma,1.0,1
"ActivX Biosciences, Inc.",1.0,1
AtheroGenics,1.0,1
Butler Hospital,0.0,1
"Jorge A. Garcia, MD",0.0,1
"Daniela Matei, MD",0.0,1
Heart and Diabetes Center North-Rhine Westfalia,0.0,1
Carl T. Hayden VA Medical Center,1.0,1
"Cognition Pharmaceuticals, LLC",0.0,1
Jozef Bartunek,0.0,1
"Concordia Pharmaceuticals, Inc",0.0,1
"Mary Knudson, M.D.",1.0,1
Somerset Pharmaceuticals,0.0,1
"Catholic University, Italy",1.0,1
CureTech Ltd,1.0,1
"Brandon G. Busbee, MD",0.0,1
Biolipox AB,1.0,1
Anaborex,0.0,1
TransPharma Medical,1.0,1
GELITA,1.0,1
"National Institute for Medical Research, Tanzania",0.0,1
Matthias Schwab,0.0,1
Pacific Institute for Research and Evaluation,1.0,1
"National Research Institute of Tuberculosis and Lung Disease, Iran",0.0,1
Gruppo Italiano Mammella (GIM),0.0,1
Kyorin University,0.0,1
Scienze Neurologiche Ospedaliere,0.0,1
Arpida AG,0.0,1
Hopital Jean Minjoz,1.0,1
Institut de Recherche Clinique sur les Cancers et le Sang,0.0,1
Oulu University Hospital,0.0,1
HSK Wiesbaden,0.0,1
"Ian E. Krop, MD, PhD",0.0,1
Valme University Hospital,0.0,1
"HPC Healthcare, Inc.",0.0,1
Ludwig Boltzmann Gesellschaft,0.0,1
"David J. Lederer, M.D.",0.0,1
"AGI Therapeutics, Inc.",0.0,1
"Institut fur Klinische Forschung, Germany",0.0,1
Antonia New,0.0,1
Azad University of Medical Sciences,0.0,1
David Lang,0.0,1
Tarek M. El-Achkar,0.0,1
"R. Brian Stevens, MD",1.0,1
1st Allergy & Clinical Research Center,1.0,1
Associacio catalana per a la recerca oncologica i les seves implicacions sanitaries i socials,1.0,1
Cogentus Pharmaceuticals,0.0,1
Vilnius University,1.0,1
Osmotica Pharmaceutical US LLC,0.0,1
"Ministry of Scientific Research and Information Technology, Poland",0.0,1
"Advancell - Advanced In Vitro Cell Technologies, S.A.",1.0,1
Juvantia Pharma Ltd,1.0,1
Klinikum Ludwigshafen,1.0,1
"Adnexus, A Bristol-Myers Squibb R&D Company",0.0,1
Tripep AB,1.0,1
Gregory A. Schmidt,0.0,1
Pantarhei Bioscience,1.0,1
French Study Group on Chronic Lymphoid Leukemia,1.0,1
Artu Biologicals,1.0,1
Aleris Helse,1.0,1
Singapore National Eye Centre,1.0,1
Seoul National Hospital,0.0,1
Mara Chambers,1.0,1
Safi Shahda,1.0,1
Ethical Oncology Science,1.0,1
Pacific Health Foundation,1.0,1
Centre Hospitalier Chretien,0.0,1
Barnes-Jewish Hospital,0.0,1
"Kalypsys, Inc.",0.0,1
ACO Hud Nordic AB,0.0,1
Tami D. John,0.0,1
Eric Matteson,0.0,1
Philip Kern,0.0,1
"Canive, Jose M., M.D.",1.0,1
Valletta Health B.V.,0.0,1
Susan L Roeder,0.0,1
Francis D. Pagani,0.0,1
"Anza Therapeutics, Inc.",0.0,1
James Martins,0.0,1
Thomas Olencki,0.0,1
"CardioVascular Research Foundation, Korea",1.0,1
"Lumara Health, Inc.",0.0,1
Pacific Eye Associates,0.0,1
"Metastatix, Inc.",0.0,1
"Lyudmila Bazhenova, M.D.",0.0,1
SantoSolve AS,1.0,1
Manhattan Pharmaceuticals,0.0,1
Hospital District of Southwestern Finland,1.0,1
West Penn Allegheny Health System,0.0,1
Fenway Community Health,1.0,1
"Conrad, Erich J., M.D.",0.0,1
Carine Beysen,1.0,1
OMRIX Biopharmaceuticals,0.0,1
"Oakwood Laboratories, LLC",0.0,1
John P. Fruehauf,0.0,1
Lantibio,1.0,1
Paul Monk,0.0,1
Scott Lee,1.0,1
