, Name , t1/2(hour) ,SMILES
418, VENLAFAXINE , 5 ,COC1=CC=C(C=C1)C(CN(C)C)C1(O)CCCCC1
419, VENLAFAXINE , 5 ,COC1=CC=C(C=C1)C(CN(C)C)C1(O)CCCCC1
420, NEFAZODONE , 3 ,CCC1=NN(CCCN2CCN(CC2)C2=CC(Cl)=CC=C2)C(=O)N1CCOC1=CC=CC=C1
421, DIDANOSINE , 1.5 ,OC[C@@H]1CC[C@@H](O1)N1C=NC2=C1NC=NC2=O
422, NILUTAMIDE , 45 ,CC1(C)NC(=O)N(C1=O)C1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F
423, FINASTERIDE , 6 ,[H][C@@]12CC[C@H](C(=O)NC(C)(C)C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])NC(=O)C=C[C@]12C
424, PERINDOPRIL , 0.9 ,[H][C@]12C[C@H](N(C(=O)[C@H](C)N[C@@H](CCC)C(=O)OCC)[C@@]1([H])CCCC2)C(O)=O
425, FELBAMATE , 21.5 ,NC(=O)OCC(COC(N)=O)C1=CC=CC=C1
426, TERBINAFINE , 21 ,CN(C\C=C\C#CC(C)(C)C)CC1=CC=CC2=CC=CC=C12
427, ZALCITABINE , 2 ,NC1=NC(=O)N(C=C1)[C@H]1CC[C@@H](CO)O1
428, CISAPRIDE , 4 ,CO[C@H]1CN(CCCOC2=CC=C(F)C=C2)CC[C@H]1NC(=O)C1=CC(Cl)=C(N)C=C1OC
429, DEXRAZOXANE , 2.1 ,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1
430, AMIFOSTINE , 0.13 ,NCCCNCCSP(O)(O)=O
431, CLADRIBINE , 5.4 ,NC1=C2N=CN([C@H]3C[C@H](O)[C@@H](CO)O3)C2=NC(Cl)=N1
432, BUDESONIDE , 2.5 ,[H][C@@]12C[C@H]3OC(CCC)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
433, GABAPENTIN , 5.5 ,NCC1(CC(O)=O)CCCCC1
434, GRANISETRON , 4.9 ,CN1N=C(C(=O)N[C@@H]2C[C@@H]3CCC[C@H](C2)N3C)C2=C1C=CC=C2
435, LAMOTRIGINE , 25.4 ,NC1=NC(N)=C(N=N1)C1=C(Cl)C(Cl)=CC=C1
436, FLUVOXAMINE , 15.6 ,COCCCC\C(=N/OCCN)C1=CC=C(C=C1)C(F)(F)F
437, HALOFANTRINE , 192 ,CCCCN(CCCC)CCC(O)C1=C2C=CC(=CC2=C2C=C(Cl)C=C(Cl)C2=C1)C(F)(F)F
438, ATOVAQUONE , 62.5 ,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O
439, FLUVASTATIN , 3 ,CC(C)N1C(\C=C\[C@H](O)C[C@H](O)CC(O)=O)=C(C2=CC=C(F)C=C2)C2=CC=CC=C12
440, PACLITAXEL , 20.2 ,[H][C@]12[C@H](OC(=O)C3=CC=CC=C3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C4=CC=CC=C4)C(C)=C([C@@H](OC(C)=O)C(=O)[C@]1(C)[C@@H](O)C[C@H]1OC[C@@]21OC(C)=O)C3(C)C
441, RISPERIDONE , 3 ,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1
442, TRAMADOL , 6.7 ,COC1=CC=CC(=C1)[C@@]1(O)CCCC[C@@H]1CN(C)C
443, CARVEDILOL , 8.5 ,COC1=CC=CC=C1OCCNCC(O)COC1=CC=CC2=C1C1=CC=CC=C1N2
444, ANAGRELIDE , 1.5 ,ClC1=CC=C2N=C3NC(=O)CN3CC2=C1Cl
445, ADAPALENE , 17.2 ,COC1=C(C=C(C=C1)C1=CC2=C(C=C1)C=C(C=C2)C(O)=O)C12CC3CC(CC(C3)C1)C2
446, MIRTAZAPINE , 30 ,CN1CCN2C(C1)C1=CC=CC=C1CC1=C2N=CC=C1
447, NISOLDIPINE , 9.5 ,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OCC(C)C
448, METFORMIN , 17.6 ,CN(C)C(=N)NC(N)=N
449, LOSARTAN , 2 ,CCCCC1=NC(Cl)=C(CO)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1
450, VINORELBINE , 35 ,[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@](CC)([C@@]13[H])[C@@]([H])(OC(C)=O)[C@]2(O)C(=O)OC)[C@]1(C[C@@]2([H])CN(CC(CC)=C2)CC2=C1NC1=CC=CC=C21)C(=O)OC
451, TIZANIDINE , 2.5 ,ClC1=C(NC2=NCCN2)C2=NSN=C2C=C1
452, LANSOPRAZOLE , 1.3 ,CC1=C(OCC(F)(F)F)C=CN=C1CS(=O)C1=NC2=CC=CC=C2N1
453, DORZOLAMIDE , 2880 ,CCN[C@H]1C[C@H](C)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O
454, STAVUDINE , 1.6 ,CC1=CN([C@@H]2O[C@H](CO)C=C2)C(=O)NC1=O
455, MIRTAZAPINE , 30 ,CN1CCN2C(C1)C1=CC=CC=C1CC1=C2N=CC=C1
456, AZELAIC ACID , 0.75 ,OC(=O)CCCCCCCC(O)=O
457, EPOPROSTENOL , 0.1 ,[H][C@]12C[C@@H](O)[C@H](\C=C\[C@@H](O)CCCCC)[C@@]1([H])C\C(O2)=C\CCCC(O)=O
458, DOCETAXEL , 11 ,[H][C@@]1(C[C@@]2(O)[C@@H](OC(=O)C3=CC=CC=C3)[C@]3([H])[C@@]4(CO[C@@H]4C[C@H](O)[C@@]3(C)C(=O)[C@H](O)C(=C1C)C2(C)C)OC(C)=O)OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C1=CC=CC=C1
459, FOSPHENYTOIN , 0.25 ,OP(O)(=O)OCN1C(=O)NC(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1
460, ZILEUTON , 2.5 ,CC(N(O)C(N)=O)C1=CC2=CC=CC=C2S1
461, ZILEUTON , 2.5 ,CC(N(O)C(N)=O)C1=CC2=CC=CC=C2S1
462, RIMEXOLONE , 1.5 ,[H][C@@]12C[C@@H](C)[C@](C)(C(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
463, ACARBOSE , 2 ,[H]C(=O)[C@H](O)[C@@H](O)[C@]([H])(O[C@@]1([H])O[C@H](CO)[C@@]([H])(O[C@H]2O[C@H](C)[C@@H](N[C@@]3([H])C=C(CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)CO
464, BRIMONIDINE , 3 ,BrC1=C(NC2=NCCN2)C=CC2=NC=CN=C12
465, GLIMEPIRIDE , 5.08 ,CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)N[C@H]2CC[C@H](C)CC2)C1=O
466, BICALUTAMIDE , 139 ,CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F
467, TOPIRAMATE , 21 ,[H][C@@]12CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@]3([H])[C@]1([H])OC(C)(C)O2
468, GEMCITABINE , 1 ,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F
469, AMLEXANOX , 3.5 ,CC(C)C1=CC2=C(OC3=NC(N)=C(C=C3C2=O)C(O)=O)C=C1
470, TRANDOLAPRIL , 6 ,[H][C@@]12C[C@H](N(C(=O)[C@H](C)N[C@@H](CCC3=CC=CC=C3)C(=O)OCC)[C@@]1([H])CCCC2)C(O)=O
471, FEXOFENADINE , 14.4 ,CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
472, ANASTROZOLE , 50 ,CC(C)(C#N)C1=CC(=CC(CN2C=NC=N2)=C1)C(C)(C)C#N
473, ZAFIRLUKAST , 10 ,COC1=CC(=CC=C1CC1=CN(C)C2=C1C=C(NC(=O)OC1CCCC1)C=C2)C(=O)NS(=O)(=O)C1=CC=CC=C1C
474, CISATRACURIUM , 0.36 ,COC1=CC2=C(C=C1OC)[C@@H](CC1=CC(OC)=C(OC)C=C1)[N@@+](C)(CCC(=O)OCCCCCOC(=O)CC[N@@+]1(C)CCC3=C(C=C(OC)C(OC)=C3)[C@H]1CC1=CC(OC)=C(OC)C=C1)CC2
475, LAMIVUDINE , 6 ,NC1=NC(=O)N(C=C1)[C@@H]1CS[C@H](CO)O1
476, IRINOTECAN , 8 ,CCC1=C2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)C2=NC2=CC=C(OC(=O)N3CCC(CC3)N3CCCCC3)C=C12
477, TAMSULOSIN , 14.9 ,CCOC1=CC=CC=C1OCCN[C@H](C)CC1=CC(=C(OC)C=C1)S(N)(=O)=O
478, OLANZAPINE , 30 ,CN1CCN(CC1)C1=NC2=CC=CC=C2NC2=C1C=C(C)S2
479, FEBUXOSTAT , 6.5 ,CC(C)COC1=C(C=C(C=C1)C1=NC(C)=C(S1)C(O)=O)C#N
480, RILUZOLE , 12 ,NC1=NC2=C(S1)C=C(OC(F)(F)F)C=C2
481, TAZAROTENE , 6 ,CCOC(=O)C1=CN=C(C=C1)C#CC1=CC2=C(SCCC2(C)C)C=C1
482, SIBUTRAMINE , 1.1 ,CC(C)CC(N(C)C)C1(CCC1)C1=CC=C(Cl)C=C1
483, FEXOFENADINE , 14.4 ,CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
484, PENCICLOVIR , 2.1 ,NC1=NC(=O)C2=C(N1)N(CCC(CO)CO)C=N2
485, REMIFENTANIL , 0.25 ,CCC(=O)N(C1=CC=CC=C1)C1(CCN(CCC(=O)OC)CC1)C(=O)OC
486, SIBUTRAMINE , 1.1 ,CC(C)CC(N(C)C)C1(CCC1)C1=CC=C(Cl)C=C1
487, LEVOFLOXACIN , 7.9 ,C[C@H]1COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N1CCN(C)CC1
488, NEVIRAPINE , 45 ,CC1=C2NC(=O)C3=C(N=CC=C3)N(C3CC3)C2=NC=C1
489, CIDOFOVIR , 2.6 ,NC1=NC(=O)N(C[C@@H](CO)OCP(O)(O)=O)C=C1
490, TIAGABINE , 8 ,CC1=C(SC=C1)C(=CCCN1CCC[C@H](C1)C(O)=O)C1=C(C)C=CS1
491, ROPINIROLE , 6 ,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1
492, RITONAVIR , 4 ,CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1
493, CABERGOLINE , 66 ,[H][C@@]12CC3=CNC4=CC=CC(=C34)[C@@]1([H])C[C@H](CN2CC=C)C(=O)N(CCCN(C)C)C(=O)NCC
494, VALSARTAN , 6 ,CCCCC(=O)N(CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1)[C@@H](C(C)C)C(O)=O
495, TOPOTECAN , 2.5 ,CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=CC4=C(C=CC(O)=C4CN(C)C)N=C13)C2=O
496, SPARFLOXACIN , 20 ,C[C@H]1CN(C[C@@H](C)N1)C1=C(F)C(N)=C2C(=O)C(=CN(C3CC3)C2=C1F)C(O)=O
497, MIGLITOL , 2 ,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
498, MIFEPRISTONE , 18 ,[H][C@@]12CC[C@@](O)(C#CC)[C@@]1(C)C[C@H](C1=CC=C(C=C1)N(C)C)C1=C3CCC(=O)C=C3CC[C@@]21[H]
499, OLOPATADINE , 10 ,CN(C)CC\C=C1\C2=CC=CC=C2COC2=C1C=C(CC(O)=O)C=C2
500, DONEPEZIL , 70 ,COC1=C(OC)C=C2C(=O)C(CC3CCN(CC4=CC=CC=C4)CC3)CC2=C1
501, GREPAFLOXACIN , 15 ,CC1CN(CCN1)C1=C(F)C(C)=C2C(=O)C(=CN(C3CC3)C2=C1)C(O)=O
502, TOLCAPONE , 2.5 ,CC1=CC=C(C=C1)C(=O)C1=CC(=C(O)C(O)=C1)[N+]([O-])=O
503, ATORVASTATIN , 14 ,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1
504, MODAFINIL , 15 ,NC(=O)CS(=O)C(C1=CC=CC=C1)C1=CC=CC=C1
505, TROGLITAZONE , 25 ,CC1=C(C)C2=C(CCC(C)(COC3=CC=C(CC4SC(=O)NC4=O)C=C3)O2)C(C)=C1O
506, IMIQUIMOD , 29.3 ,CC(C)CN1C=NC2=C1C1=C(C=CC=C1)N=C2N
507, LETROZOLE , 48 ,N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N
508, CERIVASTATIN , 3 ,COCC1=C(C2=CC=C(F)C=C2)C(\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)=C(C(C)C)N=C1C(C)C
509, REPAGLINIDE , 1 ,CCOC1=C(C=CC(CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N2CCCCC2)=C1)C(O)=O
510, EXEMESTANE , 24 ,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC(=C)C2=CC(=O)C=C[C@]12C
511, IRBESARTAN , 13 ,CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1
512, NARATRIPTAN , 6 ,CNS(=O)(=O)CCC1=CC2=C(NC=C2C2CCN(C)CC2)C=C1
513, ORLISTAT , 1.5 ,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O
514, ZOLMITRIPTAN , 3 ,CN(C)CCC1=CNC2=CC=C(C[C@H]3COC(=O)N3)C=C12
515, TOLTERODINE , 2 ,CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(O)C=CC(C)=C1)C(C)C
516, THALIDOMIDE , 7.29 ,O=C1N(C2CCC(=O)NC2=O)C(=O)C2=CC=CC=C12
517, ZONISAMIDE , 63 ,NS(=O)(=O)CC1=NOC2=CC=CC=C12
518, ENTACAPONE , 0.9 ,CCN(CC)C(=O)C(=C\C1=CC(=C(O)C(O)=C1)[N+]([O-])=O)\C#N
519, RALOXIFENE , 27.7 ,OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=C(S1)C=C(O)C=C2
520, BRINZOLAMIDE , 2664 ,CCN[C@H]1CN(CCCOC)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O
521, PARICALCITOL , 5 ,[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1C[C@@H](O)C[C@H](O)C1)[C@H](C)\C=C\[C@H](C)C(C)(C)O
522, RIVASTIGMINE , 1.5 ,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C
523, ZIPRASIDONE , 7 ,ClC1=C(CCN2CCN(CC2)C2=NSC3=CC=CC=C23)C=C2CC(=O)NC2=C1
524, MONTELUKAST , 4.1 ,OC(=O)CC1(CC1)CS[C@H](CCC1=CC=CC=C1C(O)(C)C)C1=CC=CC(\C=C\C2=NC3=C(C=CC(Cl)=C3)C=C2)=C1
525, FORMOTEROL , 13 ,COC1=CC=C(CC(C)NCC(O)C2=CC(NC=O)=C(O)C=C2)C=C1
526, ARGATROBAN , 0.75 ,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCNC(N)=N)NS(=O)(=O)C1=CC=CC2=C1NCC(C)C2
527, TELMISARTAN , 24 ,CCCC1=NC2=C(C=C(C=C2C)C2=NC3=CC=CC=C3N2C)N1CC1=CC=C(C=C1)C1=CC=CC=C1C(O)=O
528, ZALEPLON , 1 ,CCN(C(C)=O)C1=CC=CC(=C1)C1=CC=NC2=C(C=NN12)C#N
529, CILOSTAZOL , 12 ,O=C1CCC2=C(N1)C=CC(OCCCCC1=NN=NN1C1CCCCC1)=C2
530, ARGATROBAN , 0.75 ,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCNC(N)=N)NS(=O)(=O)C1=CC=CC2=C1NCC(C)C2
531, ALITRETINOIN , 6 ,C\C(\C=C\C1=C(C)CCCC1(C)C)=C\C=C\C(\C)=C\C(O)=O
532, CAPECITABINE , 0.75 ,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O
533, TIROFIBAN , 2 ,CCCCS(=O)(=O)N[C@@H](CC1=CC=C(OCCCCC2CCNCC2)C=C1)C(O)=O
534, CHOLECALCIFEROL , 14 ,CC(C)CCC[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C
535, PIOGLITAZONE , 5 ,CCC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1
536, DOFETILIDE , 10 ,CN(CCOC1=CC=C(NS(C)(=O)=O)C=C1)CCC1=CC=C(NS(C)(=O)=O)C=C1
537, GEMIFLOXACIN , 7 ,CO\N=C1/CN(CC1CN)C1=NC2=C(C=C1F)C(=O)C(=CN2C1CC1)C(O)=O
538, MELOXICAM , 20.1 ,CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=C(C=CC=C2)S1(=O)=O
539, AMINOLEVULINIC ACID , 0.7 ,NCC(=O)CCC(O)=O
540, EFAVIRENZ , 64 ,FC(F)(F)[C@]1(OC(=O)NC2=C1C=C(Cl)C=C2)C#CC1CC1
541, RABEPRAZOLE , 1.5 ,COCCCOC1=C(C)C(CS(=O)C2=NC3=CC=CC=C3N2)=NC=C1
542, PANTOPRAZOLE , 1 ,COC1=C(OC)C(CS(=O)C2=NC3=C(N2)C=C(OC(F)F)C=C3)=NC=C1
543, CEVIMELINE , 5 ,CC1O[C@@]2(CS1)CN1CCC2CC1
544, LEVOBUPIVACAINE , 3.1 ,CCCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C
545, CELECOXIB , 11.2 ,CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F
546, AMPRENAVIR , 7.7 ,CC(C)CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1
547, OXCARBAZEPINE , 2 ,NC(=O)N1C2=CC=CC=C2CC(=O)C2=C1C=CC=C2
548, ELETRIPTAN , 4 ,CN1CCC[C@@H]1CC1=CNC2=C1C=C(CCS(=O)(=O)C1=CC=CC=C1)C=C2
549, CYCLOSPORINE , 19 ,CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C
550, RIFAPENTINE , 13 ,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(\C=N\N1CCN(CC1)C1CCCC1)=C2O
551, TEMOZOLOMIDE , 1.8 ,CN1N=NC2=C(N=CN2C1=O)C(N)=O
552, LEVETIRACETAM , 7 ,CC[C@H](N1CCCC1=O)C(N)=O
553, ZANAMIVIR , 3.8 ,[H][C@]1(OC(=C[C@H](N=C(N)N)[C@H]1NC(C)=O)C(O)=O)[C@H](O)[C@H](O)CO
554, DEXMEDETOMIDINE , 2 ,C[C@H](C1=CNC=N1)C1=C(C)C(C)=CC=C1
555, ROFECOXIB , 17 ,CS(=O)(=O)C1=CC=C(C=C1)C1=C(C(=O)OC1)C1=CC=CC=C1
556, BEXAROTENE , 7 ,CC1=CC2=C(C=C1C(=C)C1=CC=C(C=C1)C(O)=O)C(C)(C)CCC2(C)C
557, GUAIFENESIN , 1 ,COC1=CC=CC=C1OCC(O)CO
558, KETOTIFEN , 21 ,CN1CCC(CC1)=C1C2=C(SC=C2)C(=O)CC2=CC=CC=C12
559, PIOGLITAZONE , 5 ,CCC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1
560, PROGUANIL , 16.5 ,CC(C)NC(=N)NC(=N)NC1=CC=C(Cl)C=C1
561, PEMIROLAST , 4.5 ,CC1=CC=CN2C(=O)C(=CN=C12)C1=NNN=N1
562, SIROLIMUS , 62 ,[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](O)[C@@H](C1)OC
563, MOXIFLOXACIN , 12.7 ,[H][C@]12CN(C[C@@]1([H])NCCC2)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1OC)C(O)=O
564, DROSPIRENONE , 30.9 ,[H][C@@]12C[C@]1([H])[C@@]1([H])[C@]3([H])[C@]4([H])C[C@]4([H])[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@]1([H])[C@@]1(C)CCC(=O)C=C21
565, ALOSETRON , 1.5 ,CN1C2=C(C3=CC=CC=C13)C(=O)N(CC1=C(C)NC=N1)CC2
566, LEVOTHYROXINE , 156 ,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O
567, ALFUZOSIN , 10 ,COC1=CC2=C(C=C1OC)C(N)=NC(=N2)N(C)CCCNC(=O)C1CCCO1
568, LINEZOLID , 4.8 ,CC(=O)NC[C@H]1CN(C(=O)O1)C1=CC(F)=C(C=C1)N1CCOCC1
569, TELITHROMYCIN , 10 ,[H][C@@]12[C@@H](C)C(=O)[C@H](C)C[C@@](C)(OC)[C@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@@H](C)C(=O)[C@@H](C)C(=O)O[C@H](CC)[C@@]1(C)OC(=O)N2CCCCN1C=NC(=C1)C1=CC=CN=C1
570, GEMIFLOXACIN , 7 ,CO\N=C1/CN(CC1CN)C1=NC2=C(C=C1F)C(=O)C(=CN2C1CC1)C(O)=O
571, DESLORATADINE , 27 ,ClC1=CC2=C(C=C1)C(=C1CCNCC1)C1=C(CC2)C=CC=N1
572, ETONOGESTREL , 29.3 ,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]
573, CETRORELIX , 62.8 ,CC(C)C[C@H](NC(=O)[C@@H](CCCNC(N)=O)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@@H](CC1=CN=CC=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC2=CC=CC=C2C=C1)NC(C)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O
574, TEGASEROD , 11 ,CCCCCNC(=N)N\N=C\C1=CNC2=C1C=C(OC)C=C2
575, NATEGLINIDE , 1.5 ,CC(C)[C@H]1CC[C@@H](CC1)C(=O)N[C@H](CC1=CC=CC=C1)C(O)=O
576, LOPINAVIR , 5.5 ,CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)COC1=C(C)C=CC=C1C)CC1=CC=CC=C1
577, NITISINONE , 54 ,[O-][N+](=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C1C(=O)CCCC1=O
578, APOMORPHINE , 0.66 ,[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23
579, VORICONAZOLE , 5.6 ,C[C@@H](C1=NC=NC=C1F)[C@](O)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1
580, TREPROSTINIL , 4 ,[H][C@]12C[C@@H](O)[C@H](CC[C@@H](O)CCCCC)[C@@]1([H])CC1=C(C2)C(OCC(O)=O)=CC=C1
581, BIMATOPROST , 0.75 ,CCNC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)CCC1=CC=CC=C1
582, ALFUZOSIN , 10 ,COC1=CC2=C(C=C1OC)C(N)=NC(=N2)N(C)CCCNC(=O)C1CCCO1
583, BOSENTAN , 5 ,COC1=CC=CC=C1OC1=C(NS(=O)(=O)C2=CC=C(C=C2)C(C)(C)C)N=C(N=C1OCCO)C1=NC=CC=N1
584, DUTASTERIDE , 840 ,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])NC(=O)C=C[C@]4(C)[C@@]3([H])CC[C@]12C)C(=O)NC1=CC(=CC=C1C(F)(F)F)C(F)(F)F
585, ABARELIX , 316 ,CC(C)C[C@H](NC(=O)[C@@H](CC(N)=O)NC(=O)[C@H](CC1=CC=C(O)C=C1)N(C)C(=O)[C@H](CO)NC(=O)[C@@H](CC1=CN=CC=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC2=C(C=CC=C2)C=C1)NC(C)=O)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O
586, ERTAPENEM , 4 ,[H][C@]12[C@@H](C)C(S[C@]3([H])CN[C@@]([H])(C3)C(=O)NC3=CC=CC(=C3)C(O)=O)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O
587, VALDECOXIB , 8.11 ,CC1=C(C(=NO1)C1=CC=CC=C1)C1=CC=C(C=C1)S(N)(=O)=O
588, FULVESTRANT , 960 ,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@@]21[H]
589, FONDAPARINUX , 19 ,CO[C@H]1O[C@H](COS(O)(=O)=O)[C@@H](O[C@@H]2O[C@H]([C@@H](O[C@H]3O[C@H](COS(O)(=O)=O)[C@@H](O[C@@H]4O[C@@H]([C@@H](O[C@H]5O[C@H](COS(O)(=O)=O)[C@@H](O)[C@H](O)[C@H]5NS(O)(=O)=O)[C@H](O)[C@H]4O)C(O)=O)[C@H](OS(O)(=O)=O)[C@H]3NS(O)(=O)=O)[C@H](O)[C@H]2OS(O)(=O)=O)C(O)=O)[C@H](O)[C@H]1NS(O)(=O)=O
590, MIGLUSTAT , 6.5 ,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
